"EHS010050NHCR1C","EHS010050NHCR1C","D","0","","https://wireless.murata.com/ehs010050nhcr1c.html",""
"EHS015033NHCR1C","EHS015033NHCR1C","D","0","","https://wireless.murata.com/ehs015033nhcr1c.html",""
"EHS020012NHCR1C","EHS020012NHCR1C","D","0","","https://wireless.murata.com/ehs020012nhcr1c.html",""
"EHS020015NHBR1C","EHS020015NHBR1C","D","0","","https://wireless.murata.com/ehs020015nhbr1c.html",""
"EHS020015NHCR1C","EHS020015NHCR1C","D","0","","https://wireless.murata.com/ehs020015nhcr1c.html",""
"EHS020018NHCR1C","EHS020018NHCR1C","D","0","","https://wireless.murata.com/ehs020018nhcr1c.html",""
"EHS020025NHCR1C","EHS020025NHCR1C","D","0","","https://wireless.murata.com/ehs020025nhcr1c.html",""
"QHS012120NHAR1C","QHS012120NHAR1C","D","0","","https://wireless.murata.com/qhs012120nhar1c.html",""
"QHS012120NHBR1C","QHS012120NHBR1C","D","0","","https://wireless.murata.com/qhs012120nhbr1c.html",""
"QHS012120NHCR1C","QHS012120NHCR1C","D","0","","https://wireless.murata.com/qhs012120nhcr1c.html",""
"QHS035033NHAR1C","QHS035033NHAR1C","D","0","","https://wireless.murata.com/qhs035033nhar1c.html",""
"QHS035033NHBR1C","QHS035033NHBR1C","D","0","","https://wireless.murata.com/qhs035033nhbr1c.html",""
"QHS035033NHCR1C","QHS035033NHCR1C","D","0","","https://wireless.murata.com/qhs035033nhcr1c.html",""
"QHS040025NHAR1C","QHS040025NHAR1C","D","0","","https://wireless.murata.com/qhs040025nhar1c.html",""
"QHS040025NHBR1C","QHS040025NHBR1C","D","0","","https://wireless.murata.com/qhs040025nhbr1c.html",""
"QHS040025NHCR1C","QHS040025NHCR1C","D","0","","https://wireless.murata.com/qhs040025nhcr1c.html",""
"QHS050015NHCR1C","QHS050015NHCR1C","D","0","","https://wireless.murata.com/qhs050015nhcr1c.html",""
"QHS050018NHBR1C","QHS050018NHBR1C","D","0","","https://wireless.murata.com/qhs050018nhbr1c.html",""
"QHS050018NHCR1C","QHS050018NHCR1C","D","0","","https://wireless.murata.com/qhs050018nhcr1c.html",""
"QHS055012NHCR1C","QHS055012NHCR1C","D","0","","https://wireless.murata.com/qhs055012nhcr1c.html",""
"UWR-5/500-D5S-C","UWR-5/500-D5S-C","D","0","","https://wireless.murata.com/uwr-5-500-d5s-c.html",""
"NKE0312DC","NKE0312DC","D","0","","https://wireless.murata.com/nke0309dc-1.html",""
"NKE0315DC","NKE0315DC","D","0","","https://wireless.murata.com/nke0309dc-2.html",""
"DVQ0135V1NC","8999547","D","0","","https://wireless.murata.com/dvq0135v1nc.html",""
"DVQ0135V1PC","8999548","D","0","","https://wireless.murata.com/dvq0135v1pc.html",""
"DVQ0135V1NBC","8999549","D","0","","https://wireless.murata.com/dvq0135v1nbc.html",""
"DVQ0135V1PBC","8999550","D","0","","https://wireless.murata.com/dvq0135v1pbc.html",""
"DVQ0135V1NSC","8999551","D","0","","https://wireless.murata.com/dvq0135v1nsc.html",""
"DVQ0135V1PSC","8999552","D","0","","https://wireless.murata.com/dvq0135v1psc.html",""
"DVQ0135V1NBSC","8999553","D","0","","https://wireless.murata.com/dvq0135v1nbsc.html",""
"DVQ0135V1PBSC","8999554","D","0","","https://wireless.murata.com/dvq0135v1pbsc.html",""
"DBQ0135V1NBC","8999502","D","0","","https://wireless.murata.com/dbq0135v1nbc.html",""
"DBQ0135V1PBC","8999503","D","0","","https://wireless.murata.com/dbq0135v1pbc.html",""
"DBQ0135V1N2BC","8999504","D","0","","https://wireless.murata.com/dbq0135v1n2bc.html",""
"DBQ0135V1P2BC","8999505","D","0","","https://wireless.murata.com/dbq0135v1p2bc.html",""
"DBQ0135V1NBSC","8999506","D","0","","https://wireless.murata.com/dbq0135v1nbsc.html",""
"DBQ0135V1PBSC","8999507","D","0","","https://wireless.murata.com/dbq0135v1pbsc.html",""
"DBQ0135V1NC","8999508","D","0","","https://wireless.murata.com/dbq0135v1nc.html",""
"DBQ0135V1PC","8999509","D","0","","https://wireless.murata.com/dbq0135v1pc.html",""
"DBQ0135V1N2BSC","8999510","D","0","","https://wireless.murata.com/dbq0135v1n2bsc.html",""
"DBQ0135V1P2BSC","8999511","D","0","","https://wireless.murata.com/dbq0135v1p2bsc.html",""
"DBQ0135V1N2C","8999512","D","0","","https://wireless.murata.com/dbq0135v1n2c.html",""
