out_of_stock_qty,is_qty_decimal,allow_backorders,enable_qty_increments,is_decimal_divided,website_id,load_regulation_max,line_regulation_max,product_online,use_config_min_qty,use_config_backorders,min_cart_qty,use_config_min_sale_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,msrp_display_actual_price_type,v1out_vdc,v1out_vdc_number,vin_nominal,i1out,efficiency,ripple_noise,output_power_total_w,total_output_power_w,qty,isolation_vdc,max_cart_qty,sku,operating_temperature_range,data_sheet,form_factor,series_headline,description,short_description,page_layout,dimension,updated_at,created_at,input_current,vin_range,dimensions_mm,display_product_options_in,visibility,attribute_set_code,series,name,url_key,mounting_type,location,design_origin,categories,is_imported,is_recurring,rohs_exc_11,rohs_exc_34,rohs_exc_6a,rohs_exc_6c,rohs_exc_7b,rohs_exc_7c2,rohs_exc_7c3,rohs_exc_8,product_websites,product_status,product_type,series_description,enable_googlecheckout,rohs_6,rohs_exc_7a,rohs_exc_7c1,errors
0,0,0,0,0,0,0.2,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,11.2,11.2,48,88,96.3,150,986,986,999,1500,10000,8999891," -40 to 85",/data/power/drq-11_4-88-l48.pdf,"1/4 Brick","1000W Fully Regulated, Isolated, Quarter-brick
","11.2V, 88A, Single Output, Quarter-brick, 36-60V Input Voltage Range, Positive Logic, Baseplate, Load Sharing, RoHS 6","11.2V, 88A, Single Output, Quarter-brick, 36-60V Input Voltage Range, Positive Logic, Baseplate, Load Sharing, RoHS 6","2 columns with right bar","2.3 x 1.45 x 0.57","3/26/19, 3:22 PM","3/29/18, 2:02 PM",300/21700,"36 to 60","58.4 x 36.8 x 14.5","Block after Info Column","Catalog, Search","DC/DC Converters1",DRQ,DRQ-11.4/88-L48PBS-C,drq-11-4-88-l48pbs-c,"Horizontal Mount Through Hole",M,"Murata Power Solutions","Murata PS/Products/DC-DC Converters/Isolated/Single Output Isolated,Default Category/Power Products/DC-DC Converters/Isolated/Single Output",No,No,No,No,No,No,No,No,No,No,"power,murataps,base","Recommended In Production",simple,"The DRQ series offers high output current (up to 88 Amps) in an industry standard quarter brick. The DRQ series delivers fixed DC output voltage up to 1000 Watts (11.2V @ 88A) for printed circuit board mounting. Wide range inputs of 36 to 60 Volts DC (48 Volts nominal) are ideal for datacom and telecom systems. 
",Yes,Yes,Yes,Yes,"Value for 'msrp_display_actual_price_type' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'operating_temperature_range' attribute contains incorrect value, see acceptable values on settings specified for Admin"
