sku,name,current_rating,inductors_dc_current_max_a,dc_resistance_max,inductors_dc_resist_max_mom,cmc_dc_resistance_max_mom,dc_resistance_secondary_max,dimension,dimensions_mm,inductors_height_inch,as_tran_height_inch,cs_tran_height_inch,p_tran_height_inch,p_tran_interwind_capac_max_pf,isolation_voltage,as_tran_isolation_voltage_vrms,p_tran_isolation_voltage_vrms,max_leakage_inductance,p_tran_pri_dc_resist_max_om,primary_inductance_typical,rohs_6,turn_ratio,as_tran_turn_ratio,p_tran_turn_ratio,volt_time_product,store_view_code,errors
78604/1C,,,,0.6,,,,,,,,,0.25,,1000,,1000,,0.6,,Yes,2:01,,"2 to 1",,murataps_store_view,"Value for 'turn_ratio' attribute contains incorrect value, see acceptable values on settings specified for Admin"
78604/1C,78604/1C,,,0.6,,,,,,,,,0.25,,1000,,1000,,0.6,,Yes,2:01,,"2 to 1",,,"Value for 'turn_ratio' attribute contains incorrect value, see acceptable values on settings specified for Admin"
78604/2C,,,,0.34,,,,,,,,,0.25,,1000,,1000,,0.34,,Yes,2:01,,"2 to 1",,murataps_store_view,"Value for 'turn_ratio' attribute contains incorrect value, see acceptable values on settings specified for Admin"
78604/2C,78604/2C,,,0.34,,,,,,,,,0.25,,1000,,1000,,0.34,,Yes,2:01,,"2 to 1",,,"Value for 'turn_ratio' attribute contains incorrect value, see acceptable values on settings specified for Admin"
78604/3C,,,,0.25,,,,,,,,,0.25,,1000,,1000,,0.25,,Yes,2:01,,"2 to 1",,murataps_store_view,"Value for 'turn_ratio' attribute contains incorrect value, see acceptable values on settings specified for Admin"
78604/3C,78604/3C,,,0.25,,,,,,,,,0.25,,1000,,1000,,0.25,,Yes,2:01,,"2 to 1",,,"Value for 'turn_ratio' attribute contains incorrect value, see acceptable values on settings specified for Admin"
78604/4C,,,,0.18,,,,,,,,,0.25,,1000,,1000,,0.18,,Yes,2:01,,"2 to 1",,murataps_store_view,"Value for 'turn_ratio' attribute contains incorrect value, see acceptable values on settings specified for Admin"
78604/4C,78604/4C,,,0.18,,,,,,,,,0.25,,1000,,1000,,0.18,,Yes,2:01,,"2 to 1",,,"Value for 'turn_ratio' attribute contains incorrect value, see acceptable values on settings specified for Admin"
78604/8C,,,,0.46,,,,,,,,,0.25,,1000,,1000,,0.46,,Yes,2:01,,"2 to 1",,murataps_store_view,"Value for 'turn_ratio' attribute contains incorrect value, see acceptable values on settings specified for Admin"
78604/8C,78604/8C,,,0.46,,,,,,,,,0.25,,1000,,1000,,0.46,,Yes,2:01,,"2 to 1",,,"Value for 'turn_ratio' attribute contains incorrect value, see acceptable values on settings specified for Admin"
78604/9C,,,,1.23,,,,,,,,,0.25,,1000,,1000,,1.23,,Yes,2:01,,"2 to 1",,murataps_store_view,"Value for 'turn_ratio' attribute contains incorrect value, see acceptable values on settings specified for Admin"
78604/9C,78604/9C,,,1.23,,,,,,,,,0.25,,1000,,1000,,1.23,,Yes,2:01,,"2 to 1",,,"Value for 'turn_ratio' attribute contains incorrect value, see acceptable values on settings specified for Admin"
1003C,,,,5,,,,,,,,,0.62,58,2000,,2000,,5,,Yes,2:01:01,,"2 to 1 to 1",,murataps_store_view,"Value for 'turn_ratio' attribute contains incorrect value, see acceptable values on settings specified for Admin"
1003C,1003C,,,5,,,,,,,,,0.62,58,2000,,2000,,5,,Yes,2:01:01,,"2 to 1 to 1",,,"Value for 'turn_ratio' attribute contains incorrect value, see acceptable values on settings specified for Admin"
53070C,,,,0.007,,7,4.5,"0.283 x 0.327 x 0.213","7.2 x 8.3 x 5.4",,,0.213,,,,,,0.98,,,Yes,1:70,,,,murataps_store_view,"Value for 'dc_resistance_max' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'dimension' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'dimensions_mm' attribute contains incorrect value, see acceptable values on settings specified for Admin"
53070C,53070C,,,0.007,,7,4.5,"0.283 x 0.327 x 0.213","7.2 x 8.3 x 5.4",,,0.213,,,,,,0.98,,,Yes,1:70,,,,,"Value for 'dc_resistance_max' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'dimension' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'dimensions_mm' attribute contains incorrect value, see acceptable values on settings specified for Admin"
53100C,,,,0.007,,7,5.6,"0.283 x 0.327 x 0.213","7.2 x 8.3 x 5.4",,,0.213,,,,,,2,,,Yes,1:100,,,,murataps_store_view,"Value for 'dc_resistance_max' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'dimension' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'dimensions_mm' attribute contains incorrect value, see acceptable values on settings specified for Admin"
53100C,53100C,,,0.007,,7,5.6,"0.283 x 0.327 x 0.213","7.2 x 8.3 x 5.4",,,0.213,,,,,,2,,,Yes,1:100,,,,,"Value for 'dc_resistance_max' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'dimension' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'dimensions_mm' attribute contains incorrect value, see acceptable values on settings specified for Admin"
53125C,,,,0.007,,7,7.5,"0.283 x 0.327 x 0.213","7.2 x 8.3 x 5.4",,,0.213,,,,,,3,,,Yes,1:125,,,,murataps_store_view,"Value for 'dc_resistance_max' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'dimension' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'dimensions_mm' attribute contains incorrect value, see acceptable values on settings specified for Admin"
53125C,53125C,,,0.007,,7,7.5,"0.283 x 0.327 x 0.213","7.2 x 8.3 x 5.4",,,0.213,,,,,,3,,,Yes,1:125,,,,,"Value for 'dc_resistance_max' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'dimension' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'dimensions_mm' attribute contains incorrect value, see acceptable values on settings specified for Admin"
53150C,,,,0.007,,7,17.5,"0.283 x 0.327 x 0.213","7.2 x 8.3 x 5.4",,,0.213,,,,,,4.5,,,Yes,1:150,,,,murataps_store_view,"Value for 'dc_resistance_max' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'dimension' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'dimensions_mm' attribute contains incorrect value, see acceptable values on settings specified for Admin"
53150C,53150C,,,0.007,,7,17.5,"0.283 x 0.327 x 0.213","7.2 x 8.3 x 5.4",,,0.213,,,,,,4.5,,,Yes,1:150,,,,,"Value for 'dc_resistance_max' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'dimension' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'dimensions_mm' attribute contains incorrect value, see acceptable values on settings specified for Admin"
76611/2C,,,,0.8,,,,"0.50 x 0.35 x 0.25","12.7 x 8.89 x 6.35",,,,0.25,13,500,,500,,0.8,,Yes,4:01:01,,"4 to 1 to 1",9.92,murataps_store_view,"Value for 'dimension' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'dimensions_mm' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'p_tran_turn_ratio' attribute contains incorrect value, see acceptable values on settings specified for Admin"
76611/2C,76611/2C,,,0.8,,,,"0.50 x 0.35 x 0.25","12.7 x 8.89 x 6.35",,,,0.25,13,500,,500,,0.8,,Yes,4:01:01,,"4 to 1 to 1",9.92,,"Value for 'dimension' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'dimensions_mm' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'p_tran_turn_ratio' attribute contains incorrect value, see acceptable values on settings specified for Admin"
53200C,,,,0.007,,7,34,"0.283 x 0.327 x 0.213","7.2 x 8.3 x 5.4",,,0.213,,,,,,8,,,Yes,1:200,,,,murataps_store_view,"Value for 'dc_resistance_max' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'dimension' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'dimensions_mm' attribute contains incorrect value, see acceptable values on settings specified for Admin"
53200C,53200C,,,0.007,,7,34,"0.283 x 0.327 x 0.213","7.2 x 8.3 x 5.4",,,0.213,,,,,,8,,,Yes,1:200,,,,,"Value for 'dc_resistance_max' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'dimension' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'dimensions_mm' attribute contains incorrect value, see acceptable values on settings specified for Admin"
78601/16JC,,,,0.84,,,,,,,,,0.25,,1000,1000,1000,,0.84,,Yes,1.1,,"1 to 1",,murataps_store_view,"Value for 'turn_ratio' attribute contains incorrect value, see acceptable values on settings specified for Admin"
78601/16JC,78601/16JC,,,0.84,,,,,,,,,0.25,,1000,1000,1000,,0.84,,Yes,1.1,,"1 to 1",,,"Value for 'turn_ratio' attribute contains incorrect value, see acceptable values on settings specified for Admin"
78601/1JC,,,,0.6,,,,,,,,,0.25,,1000,1000,1000,,0.6,,Yes,1.1,,"1 to 1",,murataps_store_view,"Value for 'turn_ratio' attribute contains incorrect value, see acceptable values on settings specified for Admin"
78601/1JC,78601/1JC,,,0.6,,,,,,,,,0.25,,1000,1000,1000,,0.6,,Yes,1.1,,"1 to 1",,,"Value for 'turn_ratio' attribute contains incorrect value, see acceptable values on settings specified for Admin"
78601/2JC,,,,0.34,,,,,,,,,0.25,,1000,1000,1000,,0.34,,Yes,1.1,,"1 to 1",,murataps_store_view,"Value for 'turn_ratio' attribute contains incorrect value, see acceptable values on settings specified for Admin"
78601/2JC,78601/2JC,,,0.34,,,,,,,,,0.25,,1000,1000,1000,,0.34,,Yes,1.1,,"1 to 1",,,"Value for 'turn_ratio' attribute contains incorrect value, see acceptable values on settings specified for Admin"
78601/3JC,,,,0.25,,,,,,,,,0.25,,1000,1000,1000,,0.25,,Yes,1.1,,"1 to 1",,murataps_store_view,"Value for 'turn_ratio' attribute contains incorrect value, see acceptable values on settings specified for Admin"
78601/3JC,78601/3JC,,,0.25,,,,,,,,,0.25,,1000,1000,1000,,0.25,,Yes,1.1,,"1 to 1",,,"Value for 'turn_ratio' attribute contains incorrect value, see acceptable values on settings specified for Admin"
78601/4JC,,,,0.17,,,,,,,,,0.25,,1000,1000,1000,,0.17,,Yes,1.1,,"1 to 1",,murataps_store_view,"Value for 'turn_ratio' attribute contains incorrect value, see acceptable values on settings specified for Admin"
78601/4JC,78601/4JC,,,0.17,,,,,,,,,0.25,,1000,1000,1000,,0.17,,Yes,1.1,,"1 to 1",,,"Value for 'turn_ratio' attribute contains incorrect value, see acceptable values on settings specified for Admin"
78601/8JC,,,,0.45,,,,,,,,,0.25,,1000,1000,1000,,0.45,,Yes,1.1,,"1 to 1",,murataps_store_view,"Value for 'turn_ratio' attribute contains incorrect value, see acceptable values on settings specified for Admin"
78601/8JC,78601/8JC,,,0.45,,,,,,,,,0.25,,1000,1000,1000,,0.45,,Yes,1.1,,"1 to 1",,,"Value for 'turn_ratio' attribute contains incorrect value, see acceptable values on settings specified for Admin"
78601/9JC,,,,1.3,,,,,,,,,0.25,,1000,1000,1000,,1.3,,Yes,1.1,,"1 to 1",,murataps_store_view,"Value for 'turn_ratio' attribute contains incorrect value, see acceptable values on settings specified for Admin"
78601/9JC,78601/9JC,,,1.3,,,,,,,,,0.25,,1000,1000,1000,,1.3,,Yes,1.1,,"1 to 1",,,"Value for 'turn_ratio' attribute contains incorrect value, see acceptable values on settings specified for Admin"
78602/16JC,,,,1.2,,,,,,,,,0.25,,1000,1000,1000,,1.2,,Yes,1.1,,"1 to 1 to 1",,murataps_store_view,"Value for 'turn_ratio' attribute contains incorrect value, see acceptable values on settings specified for Admin"
78602/16JC,78602/16JC,,,1.2,,,,,,,,,0.25,,1000,1000,1000,,1.2,,Yes,1.1,,"1 to 1 to 1",,,"Value for 'turn_ratio' attribute contains incorrect value, see acceptable values on settings specified for Admin"
78602/1JC,,,,0.66,,,,,,,,,0.25,,1000,1000,1000,,0.66,,Yes,1.1,,"1 to 1 to 1",,murataps_store_view,"Value for 'turn_ratio' attribute contains incorrect value, see acceptable values on settings specified for Admin"
78602/1JC,78602/1JC,,,0.66,,,,,,,,,0.25,,1000,1000,1000,,0.66,,Yes,1.1,,"1 to 1 to 1",,,"Value for 'turn_ratio' attribute contains incorrect value, see acceptable values on settings specified for Admin"
78602/2JC,,,,0.34,,,,,,,,,0.25,,1000,1000,1000,,0.34,,Yes,1.1,,"1 to 1 to 1",,murataps_store_view,"Value for 'turn_ratio' attribute contains incorrect value, see acceptable values on settings specified for Admin"
78602/2JC,78602/2JC,,,0.34,,,,,,,,,0.25,,1000,1000,1000,,0.34,,Yes,1.1,,"1 to 1 to 1",,,"Value for 'turn_ratio' attribute contains incorrect value, see acceptable values on settings specified for Admin"
78602/3JC,,,,0.24,,,,,,,,,0.25,,1000,1000,1000,,0.24,,Yes,1.1,,"1 to 1 to 1",,murataps_store_view,"Value for 'turn_ratio' attribute contains incorrect value, see acceptable values on settings specified for Admin"
78602/3JC,78602/3JC,,,0.24,,,,,,,,,0.25,,1000,1000,1000,,0.24,,Yes,1.1,,"1 to 1 to 1",,,"Value for 'turn_ratio' attribute contains incorrect value, see acceptable values on settings specified for Admin"
78602/4JC,,,,0.18,,,,,,,,,0.25,,1000,1000,1000,,0.18,,Yes,1.1,,"1 to 1 to 1",,murataps_store_view,"Value for 'turn_ratio' attribute contains incorrect value, see acceptable values on settings specified for Admin"
78602/4JC,78602/4JC,,,0.18,,,,,,,,,0.25,,1000,1000,1000,,0.18,,Yes,1.1,,"1 to 1 to 1",,,"Value for 'turn_ratio' attribute contains incorrect value, see acceptable values on settings specified for Admin"
78602/8JC,,,,0.46,,,,,,,,,0.25,,1000,1000,1000,,0.46,,Yes,1.1,,"1 to 1 to 1",,murataps_store_view,"Value for 'turn_ratio' attribute contains incorrect value, see acceptable values on settings specified for Admin"
78602/8JC,78602/8JC,,,0.46,,,,,,,,,0.25,,1000,1000,1000,,0.46,,Yes,1.1,,"1 to 1 to 1",,,"Value for 'turn_ratio' attribute contains incorrect value, see acceptable values on settings specified for Admin"
78602/9JC,,,,1.8,,,,,,,,,0.25,,1000,1000,1000,,1.8,,Yes,1.1,,"1 to 1 to 1",,murataps_store_view,"Value for 'turn_ratio' attribute contains incorrect value, see acceptable values on settings specified for Admin"
78602/9JC,78602/9JC,,,1.8,,,,,,,,,0.25,,1000,1000,1000,,1.8,,Yes,1.1,,"1 to 1 to 1",,,"Value for 'turn_ratio' attribute contains incorrect value, see acceptable values on settings specified for Admin"
78604/16JC,,,,0.85,,,,,,,,,0.25,,1000,1000,1000,,0.85,,Yes,2.1,,"2 to 1",,murataps_store_view,"Value for 'turn_ratio' attribute contains incorrect value, see acceptable values on settings specified for Admin"
78604/16JC,78604/16JC,,,0.85,,,,,,,,,0.25,,1000,1000,1000,,0.85,,Yes,2.1,,"2 to 1",,,"Value for 'turn_ratio' attribute contains incorrect value, see acceptable values on settings specified for Admin"
78604/1JC,,,,0.6,,,,,,,,,0.25,,1000,1000,1000,,0.6,,Yes,2.1,,"2 to 1",,murataps_store_view,"Value for 'turn_ratio' attribute contains incorrect value, see acceptable values on settings specified for Admin"
78604/1JC,78604/1JC,,,0.6,,,,,,,,,0.25,,1000,1000,1000,,0.6,,Yes,2.1,,"2 to 1",,,"Value for 'turn_ratio' attribute contains incorrect value, see acceptable values on settings specified for Admin"
78604/2JC,,,,0.34,,,,,,,,,0.25,,1000,1000,1000,,0.34,,Yes,2.1,,"2 to 1",,murataps_store_view,"Value for 'turn_ratio' attribute contains incorrect value, see acceptable values on settings specified for Admin"
78604/2JC,78604/2JC,,,0.34,,,,,,,,,0.25,,1000,1000,1000,,0.34,,Yes,2.1,,"2 to 1",,,"Value for 'turn_ratio' attribute contains incorrect value, see acceptable values on settings specified for Admin"
78604/3JC,,,,0.25,,,,,,,,,0.25,,1000,1000,1000,,0.25,,Yes,2.1,,"2 to 1",,murataps_store_view,"Value for 'turn_ratio' attribute contains incorrect value, see acceptable values on settings specified for Admin"
78604/3JC,78604/3JC,,,0.25,,,,,,,,,0.25,,1000,1000,1000,,0.25,,Yes,2.1,,"2 to 1",,,"Value for 'turn_ratio' attribute contains incorrect value, see acceptable values on settings specified for Admin"
78604/4JC,,,,0.18,,,,,,,,,0.25,,1000,1000,1000,,0.18,,Yes,2.1,,"2 to 1",,murataps_store_view,"Value for 'turn_ratio' attribute contains incorrect value, see acceptable values on settings specified for Admin"
78604/4JC,78604/4JC,,,0.18,,,,,,,,,0.25,,1000,1000,1000,,0.18,,Yes,2.1,,"2 to 1",,,"Value for 'turn_ratio' attribute contains incorrect value, see acceptable values on settings specified for Admin"
78604/8JC,,,,0.46,,,,,,,,,0.25,,1000,1000,1000,,0.46,,Yes,2.1,,"2 to 1",,murataps_store_view,"Value for 'turn_ratio' attribute contains incorrect value, see acceptable values on settings specified for Admin"
78604/8JC,78604/8JC,,,0.46,,,,,,,,,0.25,,1000,1000,1000,,0.46,,Yes,2.1,,"2 to 1",,,"Value for 'turn_ratio' attribute contains incorrect value, see acceptable values on settings specified for Admin"
78604/9JC,,,,1.23,,,,,,,,,0.25,,1000,1000,1000,,1.23,,Yes,2.1,,"2 to 1",,murataps_store_view,"Value for 'turn_ratio' attribute contains incorrect value, see acceptable values on settings specified for Admin"
78604/9JC,78604/9JC,,,1.23,,,,,,,,,0.25,,1000,1000,1000,,1.23,,Yes,2.1,,"2 to 1",,,"Value for 'turn_ratio' attribute contains incorrect value, see acceptable values on settings specified for Admin"
76253/35ENC,,,,0.8,,,0.8,"0.590 x 0.590 x 0.492","15.0 x 15.0 x 12.5",,0.492,,,,6000,,,,,200,Yes,1:2.236,"1 to 2.236",,25,murataps_store_view,"Value for 'dc_resistance_secondary_max' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'dimension' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'dimensions_mm' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'isolation_voltage' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'primary_inductance_typical' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'turn_ratio' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'volt_time_product' attribute contains incorrect value, see acceptable values on settings specified for Admin"
76253/35ENC,76253/35ENC,,,0.8,,,0.8,"0.590 x 0.590 x 0.492","15.0 x 15.0 x 12.5",,0.492,,,,6000,,,,,200,Yes,1:2.236,"1 to 2.236",,25,,"Value for 'dc_resistance_secondary_max' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'dimension' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'dimensions_mm' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'isolation_voltage' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'primary_inductance_typical' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'turn_ratio' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'volt_time_product' attribute contains incorrect value, see acceptable values on settings specified for Admin"
76250ENC,,,,2,,,2,"0.590 x 0.590 x 0.492","15.0 x 15.0 x 12.5",,0.492,,,,6000,,,,,2,Yes,1CT:1,"1CT to 1",,50,murataps_store_view,"Value for 'dc_resistance_secondary_max' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'dimension' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'dimensions_mm' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'isolation_voltage' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'primary_inductance_typical' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'volt_time_product' attribute contains incorrect value, see acceptable values on settings specified for Admin"
76250ENC,76250ENC,,,2,,,2,"0.590 x 0.590 x 0.492","15.0 x 15.0 x 12.5",,0.492,,,,6000,,,,,2,Yes,1CT:1,"1CT to 1",,50,,"Value for 'dc_resistance_secondary_max' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'dimension' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'dimensions_mm' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'isolation_voltage' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'primary_inductance_typical' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'volt_time_product' attribute contains incorrect value, see acceptable values on settings specified for Admin"
782485/55C,,,,0.6,,,,,,,0.25,,,,,2500,,,,,Yes,1CT:1.5CT,,,19,murataps_store_view,"Value for 'turn_ratio' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'volt_time_product' attribute contains incorrect value, see acceptable values on settings specified for Admin"
782485/55C,782485/55C,,,0.6,,,,,,,0.25,,,,,2500,,,,,Yes,1CT:1.5CT,,,19,,"Value for 'turn_ratio' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'volt_time_product' attribute contains incorrect value, see acceptable values on settings specified for Admin"
76615/1C,,,,1,,,,"0.50 x 0.35 x 0.25","12.7 x 8.89 x 6.35",,,,0.25,75,500,,500,,1,,Yes,1CT:1CT,,"1CT to 1CT",45,murataps_store_view,"Value for 'dimension' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'dimensions_mm' attribute contains incorrect value, see acceptable values on settings specified for Admin"
76615/1C,76615/1C,,,1,,,,"0.50 x 0.35 x 0.25","12.7 x 8.89 x 6.35",,,,0.25,75,500,,500,,1,,Yes,1CT:1CT,,"1CT to 1CT",45,,"Value for 'dimension' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'dimensions_mm' attribute contains incorrect value, see acceptable values on settings specified for Admin"
78615/9JC,,,,1.45,,,,,,,,,0.25,,1000,1000,1000,,1.45,,Yes,1CT:1CT,,"1CT to 1CT",,murataps_store_view,"Value for 'dc_resistance_max' attribute contains incorrect value, see acceptable values on settings specified for Admin"
78615/9JC,78615/9JC,,,1.45,,,,,,,,,0.25,,1000,1000,1000,,1.45,,Yes,1CT:1CT,,"1CT to 1CT",,,"Value for 'dc_resistance_max' attribute contains incorrect value, see acceptable values on settings specified for Admin"
782485/35C,,,,0.5,,,,,,,0.25,,,,,2500,,,,,Yes,1CT:2.2CT,,,12,murataps_store_view,"Value for 'turn_ratio' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'volt_time_product' attribute contains incorrect value, see acceptable values on settings specified for Admin"
782485/35C,782485/35C,,,0.5,,,,,,,0.25,,,,,2500,,,,,Yes,1CT:2.2CT,,,12,,"Value for 'turn_ratio' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'volt_time_product' attribute contains incorrect value, see acceptable values on settings specified for Admin"
1007C,,,,2.9,,,,,,,,,0.62,55,2000,,2000,,2.9,,Yes,,,"1 to 1 to 1",,murataps_store_view,"Value for 'dc_resistance_max' attribute contains incorrect value, see acceptable values on settings specified for Admin"
1007C,1007C,,,2.9,,,,,,,,,0.62,55,2000,,2000,,2.9,,Yes,,,"1 to 1 to 1",,,"Value for 'dc_resistance_max' attribute contains incorrect value, see acceptable values on settings specified for Admin"
1009C,,,,13.4,,,,,,,,,0.62,71,2000,,2000,,13.4,,Yes,,,"1 to 1 to 1",,murataps_store_view,"Value for 'dc_resistance_max' attribute contains incorrect value, see acceptable values on settings specified for Admin"
1009C,1009C,,,13.4,,,,,,,,,0.62,71,2000,,2000,,13.4,,Yes,,,"1 to 1 to 1",,,"Value for 'dc_resistance_max' attribute contains incorrect value, see acceptable values on settings specified for Admin"
1013C,,,,2,,,,,,,,,0.62,585,500VDC,,500,,2,,Yes,,,"1 to 1 to 1",,murataps_store_view,"Value for 'isolation_voltage' attribute contains incorrect value, see acceptable values on settings specified for Admin"
1013C,1013C,,,2,,,,,,,,,0.62,585,500VDC,,500,,2,,Yes,,,"1 to 1 to 1",,,"Value for 'isolation_voltage' attribute contains incorrect value, see acceptable values on settings specified for Admin"
1016C,,,,1.2,,,,,,,,,0.62,23,3500,,3500,,1.2,,Yes,,,"1 to 1",,murataps_store_view,"Value for 'isolation_voltage' attribute contains incorrect value, see acceptable values on settings specified for Admin"
1016C,1016C,,,1.2,,,,,,,,,0.62,23,3500,,3500,,1.2,,Yes,,,"1 to 1",,,"Value for 'isolation_voltage' attribute contains incorrect value, see acceptable values on settings specified for Admin"
1017C,,,,0.4,,,,,,,,,0.62,20,4000,,4000,,0.4,,Yes,,,"1 to 1",,murataps_store_view,"Value for 'isolation_voltage' attribute contains incorrect value, see acceptable values on settings specified for Admin"
1017C,1017C,,,0.4,,,,,,,,,0.62,20,4000,,4000,,0.4,,Yes,,,"1 to 1",,,"Value for 'isolation_voltage' attribute contains incorrect value, see acceptable values on settings specified for Admin"
50105C,,0.7,,,,300,,"0.232 x 0.366 x 0.173","5.9 x 9.3 x 4.4",,,,,,,,,,,,Yes,,,,,murataps_store_view,"Value for 'dimension' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'dimensions_mm' attribute contains incorrect value, see acceptable values on settings specified for Admin"
50105C,50105C,0.7,,,,300,,"0.232 x 0.366 x 0.173","5.9 x 9.3 x 4.4",,,,,,,,,,,,Yes,,,,,,"Value for 'dimension' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'dimensions_mm' attribute contains incorrect value, see acceptable values on settings specified for Admin"
50225C,,0.5,,,,400,,"0.232 x 0.366 x 0.173","5.9 x 9.3 x 4.4",,,,,,,,,,,,Yes,,,,,murataps_store_view,"Value for 'dimension' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'dimensions_mm' attribute contains incorrect value, see acceptable values on settings specified for Admin"
50225C,50225C,0.5,,,,400,,"0.232 x 0.366 x 0.173","5.9 x 9.3 x 4.4",,,,,,,,,,,,Yes,,,,,,"Value for 'dimension' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'dimensions_mm' attribute contains incorrect value, see acceptable values on settings specified for Admin"
50474C,,0.7,,,,300,,"0.232 x 0.366 x 0.173","5.9 x 9.3 x 4.4",,,,,,,,,,,,Yes,,,,,murataps_store_view,"Value for 'dimension' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'dimensions_mm' attribute contains incorrect value, see acceptable values on settings specified for Admin"
50474C,50474C,0.7,,,,300,,"0.232 x 0.366 x 0.173","5.9 x 9.3 x 4.4",,,,,,,,,,,,Yes,,,,,,"Value for 'dimension' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'dimensions_mm' attribute contains incorrect value, see acceptable values on settings specified for Admin"
50475C,,0.4,,,,700,,"0.232 x 0.366 x 0.173","5.9 x 9.3 x 4.4",,,,,,,,,,,,Yes,,,,,murataps_store_view,"Value for 'dimension' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'dimensions_mm' attribute contains incorrect value, see acceptable values on settings specified for Admin"
50475C,50475C,0.4,,,,700,,"0.232 x 0.366 x 0.173","5.9 x 9.3 x 4.4",,,,,,,,,,,,Yes,,,,,,"Value for 'dimension' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'dimensions_mm' attribute contains incorrect value, see acceptable values on settings specified for Admin"
51105C,,3.3,,,,38,,"0.827 x 0.394 x 0.945","21 x 10 x 24",0.945,,,,,,,,,,,Yes,,,,,murataps_store_view,"Value for 'dimension' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'dimensions_mm' attribute contains incorrect value, see acceptable values on settings specified for Admin"
51105C,51105C,3.3,,,,38,,"0.827 x 0.394 x 0.945","21 x 10 x 24",0.945,,,,,,,,,,,Yes,,,,,,"Value for 'dimension' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'dimensions_mm' attribute contains incorrect value, see acceptable values on settings specified for Admin"
