allow_backorders,attribute_set_code,display_product_options_in,enable_googlecheckout,enable_qty_increments,eol_date,is_decimal_divided,is_imported,is_in_stock,is_qty_decimal,is_recurring,manage_stock,max_cart_qty,min_cart_qty,name,notify_on_stock_below,out_of_stock_qty,page_layout,price,product_online,product_type,product_websites,qty,qty_increments,safety_bsmi,safety_cb_ite,safety_ccc,safety_cd_med,safety_csa,safety_demko,safety_list,safety_tuv,safety_ul_ite,safety_ul_med,safety_vde,series_3d_details,series_3d_iges,series_3d_pdf,series_3d_solidworks,series_3d_step,series_datasheet,series_primary,series_status,series_type,sku,store_view_code,url_key,use_config_backorders,use_config_enable_qty_inc,use_config_manage_stock,use_config_max_sale_qty,use_config_min_qty,use_config_min_sale_qty,use_config_notify_stock_qty,use_config_qty_increments,visibility,website_id
0,Series,Block after Info Column,Yes,0,,0,No,1,0,No,1,10000,1,D1U86T-W-800-12-HB4C,1,0,2 columns with right bar,0.01,1,simple,"power,murataps",999,0,,,,,,,yes,,,,,,Request,Request,Request,Request,/data/acdcsupplies/d1u86t-w-800-12-hxxc.pdf,yes,Recommended In Production,AC-DC Power Supply,series_D1U86T-W-800-12-HB4C,,series-d1u86t-w-800-12-hb4c,1,1,1,1,1,1,1,1,Catalog,0
0,Series,Block after Info Column,Yes,0,8/18/2014,0,No,1,0,No,1,10000,1,D1U-H-2800-52,1,0,2 columns with right bar,0.01,1,simple,"power,murataps",999,1,,,,,,,yes,,,,,,Request,Request,Request,Request,/data/acdcsupplies/cps_d1u-h-2800-52-hbxc.pdf,yes,Recommended In Production/To be Discontinued,AC-DC Power Supply,series_D1U-H-2800-52,,d1u-h-2800-52,1,1,1,1,1,1,1,1,Catalog,0
0,Series,Block after Info Column,Yes,0,4/1/2017,0,No,1,0,No,1,10000,1,D1U-W-1200-12-Hx,1,0,2 columns with right bar,0.01,1,simple,"power,murataps",999,0,,,,,,,yes,,,,,,Request,Request,Request,Request,/data/acdcsupplies/cps_d1u-w-1200.pdf,yes,Discontinued,AC-DC Power Supply,series_D1U-W-1200-12-Hx,,d1u-w-1200-12-hx,1,1,1,1,1,1,1,1,Catalog,0
0,Series,Block after Info Column,Yes,0,9/30/2016,0,No,1,0,No,1,10000,1,D1U-W-1200-48-Hx,1,0,2 columns with right bar,0.01,1,simple,"power,murataps",999,0,,,,,,,yes,,,,,,Request,Request,Request,Request,/data/acdcsupplies/cps_d1u-1200-48-hx.pdf,yes,Discontinued,AC-DC Power Supply,series_D1U-W-1200-48-Hx,,d1u-w-1200-48-hx,1,1,1,1,1,1,1,1,Catalog,0
0,Series,Block after Info Column,Yes,0,3/31/2017,0,No,1,0,No,1,10000,1,D1U-W-1600-12-Hx,1,0,2 columns with right bar,0.01,1,simple,"power,murataps",999,0,,,,,,,yes,,,,,,Request,Request,Request,Request,/data/acdcsupplies/cps_d1u-w-1600.pdf,yes,Discontinued,AC-DC Power Supply,series_D1U-W-1600-12-Hx,,d1u-w-1600-12-hx,1,1,1,1,1,1,1,1,Catalog,0
0,Series,Block after Info Column,Yes,0,5/4/2018,0,No,1,0,No,1,10000,1,D1U-W-1600-48-Hx,1,0,2 columns with right bar,0.01,1,simple,"power,murataps",999,0,,,,,,,yes,,,,,,Request,Request,Request,Request,/data/acdcsupplies/cps_d1u-1600-48-hx.pdf,yes,To be Discontinued/Discontinued,AC-DC Power Supply,series_D1U-W-1600-48-Hx,,d1u-w-1600-48-hx,1,1,1,1,1,1,1,1,Catalog,0
0,Series,Block after Info Column,Yes,0,10/1/2017,0,No,1,0,No,1,10000,1,D1U-W-2000-48-Hx,1,0,2 columns with right bar,0.01,1,simple,"power,murataps",999,0,,,,,,,yes,,,,,,Request,Request,Request,Request,/data/acdcsupplies/cps_d1u-2000-48-hx.pdf,yes,Recommended In Production/To be Discontinued,AC-DC Power Supply,series_D1U-W-2000-48-Hx,,d1u-w-2000-48-hx,1,1,1,1,1,1,1,1,Catalog,0
0,Series,Block after Info Column,Yes,0,8/18/2014,0,No,1,0,No,1,10000,1,D2U5T-H3-5000-380-HU3C,1,0,2 columns with right bar,0.01,1,simple,"power,murataps",999,0,,,,,,,,,,,,,,,,,/data/acdcsupplies/d2u5t-h3-5000-380-hu3c.pdf,Yes,Recommended In Production,AC-DC Power Supply,series_D2U5T-H3-5000-380-HU3C,,d2u5t-h3-5000-380-hu3c-1,1,1,1,1,1,1,1,1,Catalog,0
0,Series,Block after Info Column,Yes,0,4/1/2017,0,No,1,0,No,1,10000,1,D2U5T-H3-7000-54-HU4C,1,0,2 columns with right bar,0.01,1,simple,"power,murataps",999,0,,,,,,,yes,,,,,,Request,Request,Request,Request,/data/acdcsupplies/d2u5t-h3-7000-54-hu4c.pdf,yes,Recommended In Production,AC-DC Power Supply,series_D2U5T-H3-7000-54-HU4C,,series-d2u5t-h3-7000-54-hu4c,1,1,1,1,1,1,1,1,Catalog,0
0,Series,Block after Info Column,Yes,0,8/18/2014,0,No,1,0,No,1,10000,1,DA100,1,0,2 columns with right bar,0.01,1,simple,murataps,999,0,,,,,,,,,,,,Surface-mount digital audio transformer,/3d/magnetics/mps_mag_da100_smt_a.igs,/3d/magnetics/mps_mag_da100_smt_a.pdf,/3d/magnetics/mps_mag_da100_smt_a.sldprt,/3d/magnetics/mps_mag_da100_smt_a.step.zip,/data/magnetics/kmp_da100.pdf,Yes,Recommended In Production,Magnetic,series_DA100,,da100,1,1,1,1,1,1,1,1,Catalog,0
0,Series,Block after Info Column,Yes,0,,0,No,1,0,No,1,10000,1,DA100 ,1,0,2 columns with right bar,0.01,1,simple,murataps,999,0,,,,,,,,,,,,Through-hole digital audio transformer,/3d/magnetics/mps_mag_da100_thd_a.igs,/3d/magnetics/mps_mag_da100_thd_a.pdf,/3d/magnetics/mps_mag_da100_thd_a.sldprt,/3d/magnetics/mps_mag_da100_thd_a.step.zip,/data/magnetics/kmp_da100.pdf,No,Recommended In Production,Magnetic,series_DA100 _2,,da100-2,1,1,1,1,1,1,1,1,Catalog,0
0,Series,Block after Info Column,Yes,0,8/18/2014,0,No,1,0,No,1,10000,1,DA100J,1,0,2 columns with right bar,0.01,1,simple,murataps,999,0,,,,,,,,,,,,Surface-mount digital audio transformer,/3d/magnetics/mps_mag_da100j_smt_a.igs,/3d/magnetics/mps_mag_da100j_smt_a.pdf,/3d/magnetics/mps_mag_da100j_smt_a.sldprt,/3d/magnetics/mps_mag_da100j_smt_a.step.zip,/data/magnetics/kmp_da100j.pdf,Yes,Recommended In Production,Magnetic,series_DA100J,,da100j,1,1,1,1,1,1,1,1,Catalog,0
0,Series,Block after Info Column,Yes,0,,0,No,1,0,No,1,10000,1,DAQ,1,0,2 columns with right bar,0.01,1,simple,"power,murataps",999,0,,,,,,,yes,,,,,,Request,Request,Request,Request,/data/power/dsq_daq_dcq.pdf,Yes,Recommended In Production,DC-DC Converter,series_DAQ,,series-daq,1,1,1,1,1,1,1,1,Catalog,0
0,Series,Block after Info Column,Yes,0,,0,No,1,0,No,1,10000,1,DBE-125W,1,0,2 columns with right bar,0.01,1,simple,"power,murataps",999,0,,,,,,,yes,,,,,,/3d/dcdc/mps_dcdc_dbe_125_a.igs,/3d/dcdc/mps_dcdc_dbe_125_a.pdf,/3d/dcdc/mps_dcdc_dbe_125_a.sldprt,/3d/dcdc/mps_dcdc_dbe_125_a.step.zip,/data/power/dbe-dve.pdf,yes,Recommended In Production,DC-DC Converter,series_DBE125W,,dbe-125w,1,1,1,1,1,1,1,1,Catalog,0
0,Series,Block after Info Column,Yes,0,,0,No,1,0,No,1,10000,1,DBE-125W,1,0,2 columns with right bar,0.01,1,simple,"power,murataps",999,0,,,,,,,,,,,,Baseplate,/3d/dcdc/mps_dcdc_dbe_125_bp_a.igs,/3d/dcdc/mps_dcdc_dbe_125_bp_a.pdf,/3d/dcdc/mps_dcdc_dbe_125_bp_a.sldprt,/3d/dcdc/mps_dcdc_dbe_125_bp_a.step.zip,/data/power/dbe-dve.pdf,no,Recommended In Production,DC-DC Converter,series_DBE-125W_2,,dbe-125w-1,1,1,1,1,1,1,1,1,Catalog,0
0,Series,Block after Info Column,Yes,0,,0,No,1,0,No,1,10000,1,DBE-240W,1,0,2 columns with right bar,0.01,1,simple,"power,murataps",999,0,,,,,,,yes,,,,,,/3d/dcdc/mps_dcdc_dbe_240_a.igs,/3d/dcdc/mps_dcdc_dbe_240_a.pdf,/3d/dcdc/mps_dcdc_dbe_240_a.sldprt,/3d/dcdc/mps_dcdc_dbe_240_a.step.zip,/data/power/dbe-dve.pdf,yes,Recommended In Production,DC-DC Converter,series_DBE240W,,dbe-240w,1,1,1,1,1,1,1,1,Catalog,0
0,Series,Block after Info Column,Yes,0,,0,No,1,0,No,1,10000,1,DBE-240W,1,0,2 columns with right bar,0.01,1,simple,"power,murataps",999,0,,,,,,,,,,,,Baseplate,/3d/dcdc/mps_dcdc_dbe_240_bp_a.igs,/3d/dcdc/mps_dcdc_dbe_240_bp_a.pdf,/3d/dcdc/mps_dcdc_dbe_240_bp_a.sldprt,/3d/dcdc/mps_dcdc_dbe_240_bp_a.step.zip,/data/power/dbe-dve.pdf,no,Recommended In Production,DC-DC Converter,series_DBE-240W_2,,dbe-240w-1,1,1,1,1,1,1,1,1,Catalog,0
0,Series,Block after Info Column,Yes,0,8/18/2014,0,No,1,0,No,1,10000,1,DBE-DVE,1,0,2 columns with right bar,0.01,1,simple,"power,murataps",999,0,,,,,,,mps_dbe-dve_a122_ul_ind.pdf,,mps_dbe-dve_a122_ul_ind.pdf,,,,,,,,/data/power/dbe-dve.pdf,yes,Recommended In Production,DC-DC Converter,series_DBE-DVE,,dbe-dve,1,1,1,1,1,1,1,1,Catalog,0
0,Series,Block after Info Column,Yes,0,1/1/2000,0,No,1,0,No,1,10000,1,DBM-20,1,0,2 columns with right bar,0.01,1,simple,murataps,999,0,,,,,,,,,,,,,Request,Request,Request,Request,/data/meters/dbm-20.pdf,Yes,Discontinued,Digital Panel Meter,series_DBM-20,,dbm-20,1,1,1,1,1,1,1,1,Catalog,0
0,Series,Block after Info Column,Yes,0,,0,No,1,0,No,1,10000,1,DBQ0135,1,0,2 columns with right bar,0.01,1,simple,"power,murataps",999,0,,,,,,,yes,,,,,Baseplate,/3d/dcdc/mps_dcdc_dbq_0135_bp_a.igs,/3d/dcdc/mps_dcdc_dbq_0135_bp_a.pdf,/3d/dcdc/mps_dcdc_dbq_0135_bp_a.sldprt,/3d/dcdc/mps_dcdc_dbq_0135_bp_a.step.zip,/data/power/dbq.pdf,yes,Recommended In Production,DC-DC Converter,series_DBQ0135,,dbq0135-1,1,1,1,1,1,1,1,1,Catalog,0
0,Series,Block after Info Column,Yes,0,,0,No,1,0,No,1,10000,1,DBQ0135,1,0,2 columns with right bar,0.01,1,simple,"power,murataps",999,0,,,,,,,,,,,,,/3d/dcdc/mps_dcdc_dbq_0135_thd_a.igs,/3d/dcdc/mps_dcdc_dbq_0135_thd_a.pdf,/3d/dcdc/mps_dcdc_dbq_0135_thd_a.sldprt,/3d/dcdc/mps_dcdc_dbq_0135_thd_a.step.zip,/data/power/dbq.pdf,no,Recommended In Production,DC-DC Converter,series_DBQ0135_2,,dbq0135,1,1,1,1,1,1,1,1,Catalog,0
0,Series,Block after Info Column,Yes,0,8/18/2014,0,No,1,0,No,1,10000,1,DBQ-DVQ,1,0,2 columns with right bar,0.01,1,simple,"power,murataps",999,0,,,,,,,mps_dbq-dvq_a76-a126_ul_ind.pdf,,mps_dbq-dvq_a76-a126_ul_ind.pdf,,,,,,,,/data/power/dbq.pdf,yes,Recommended In Production,DC-DC Converter,series_DBQ-DVQ,,dbq-dvq,1,1,1,1,1,1,1,1,Catalog,0
0,Series,Block after Info Column,Yes,0,9/1/2016,0,No,1,0,No,1,10000,1,DCA-20PC,1,0,2 columns with right bar,0.01,1,simple,murataps,999,0,,,,,,,,,,,,,/3d/meters/mps_dpm_dca_20pc.igs,/3d/meters/mps_dpm_dca_20pc.pdf,/3d/meters/mps_dpm_dca_20pc.sldprt,/3d/meters/mps_dpm_dca_20pc.step.zip,/data/meters/dca20pc.pdf,Yes,Recommended In Production/Discontinued,Digital Panel Meter,series_DCA-20PC,,dca-20pc,1,1,1,1,1,1,1,1,Catalog,0
0,Series,Block after Info Column,Yes,0,9/1/2016,0,No,1,0,No,1,10000,1,DCA5-20PC,1,0,2 columns with right bar,0.01,1,simple,murataps,999,0,,,,,,,,,,,,,/3d/meters/mps_dpm_dca5_20pc.igs,/3d/meters/mps_dpm_dca5_20pc.pdf,/3d/meters/mps_dpm_dca5_20pc.sldprt,/3d/meters/mps_dpm_dca5_20pc.step.zip,/data/meters/dca520pc.pdf,Yes,Recommended In Production/Discontinued,Digital Panel Meter,series_DCA5-20PC,,dca5-20pc,1,1,1,1,1,1,1,1,Catalog,0
0,Series,Block after Info Column,Yes,0,,0,No,1,0,No,1,10000,1,DCM20,1,0,2 columns with right bar,0.01,1,simple,murataps,999,0,,,,,,,,,,,,,/3d/meters/mps_dpm_dcm20_a.igs,/3d/meters/mps_dpm_dcm20_a.pdf,/3d/meters/mps_dpm_dcm20_a.sldprt,/3d/meters/mps_dpm_dcm20_a.step.zip,/data/meters/dcm20.pdf,Yes,Recommended In Production,Digital Panel Meter,series_DCM20,,series-dcm20,1,1,1,1,1,1,1,1,Catalog,0
0,Series,Block after Info Column,Yes,0,,0,No,1,0,No,1,10000,1,DCQ,1,0,2 columns with right bar,0.01,1,simple,"power,murataps",999,0,,,,,,,yes,,,,,,Request,Request,Request,Request,/data/power/dsq_daq_dcq.pdf,Yes,Recommended In Production,DC-DC Converter,series_DCQ,,series-dcq,1,1,1,1,1,1,1,1,Catalog,0
0,Series,Block after Info Column,Yes,0,8/17/2015,0,No,1,0,No,1,10000,1,DDR,1,0,2 columns with right bar,0.01,1,simple,"power,murataps",999,0,,,,,,,mps_ddr_a7_tstrpt_ul_ind.pdf,,mps_ddr_a7_tstrpt_ul_ind.pdf,,,,,,,,/data/power/ddr.pdf,yes,Discontinued,DC-DC Converter,series_DDR,,ddr,1,1,1,1,1,1,1,1,Catalog,0
0,Series,Block after Info Column,Yes,0,8/18/2014,0,No,1,0,No,1,10000,1,DLV,1,0,2 columns with right bar,0.01,1,simple,"power,murataps",999,0,,,,,,,,,,,,,,,,,/data/power/dlv37w.pdf,Yes,Discontinued,DC-DC Converter,series_DLV,,dlv,1,1,1,1,1,1,1,1,Catalog,0
0,Series,Block after Info Column,Yes,0,1/1/2000,0,No,1,0,No,1,10000,1,DM-2000,1,0,2 columns with right bar,0.01,1,simple,murataps,999,0,,,,,,,,,,,,,Request,Request,Request,Request,/data/meters/dm-2000ab.pdf,Yes,Discontinued,Digital Panel Meter,series_DM-2000,,dm-2000,1,1,1,1,1,1,1,1,Catalog,0
0,Series,Block after Info Column,Yes,0,1/1/2000,0,No,1,0,No,1,10000,1,DM-2100,1,0,2 columns with right bar,0.01,1,simple,murataps,999,0,,,,,,,,,,,,,Request,Request,Request,Request,/data/meters/dm-2100.pdf,Yes,Discontinued,Digital Panel Meter,series_DM-2100,,dm-2100,1,1,1,1,1,1,1,1,Catalog,0
0,Series,Block after Info Column,Yes,0,1/1/2000,0,No,1,0,No,1,10000,1,DM-2115,1,0,2 columns with right bar,0.01,1,simple,murataps,999,0,,,,,,,,,,,,,Request,Request,Request,Request,/data/meters/dm-2115.pdf,Yes,Discontinued,Digital Panel Meter,series_DM-2115,,dm-2115,1,1,1,1,1,1,1,1,Catalog,0
0,Series,Block after Info Column,Yes,0,1/1/2000,0,No,1,0,No,1,10000,1,DM-3000,1,0,2 columns with right bar,0.01,1,simple,murataps,999,0,,,,,,,,,,,,,Request,Request,Request,Request,/data/meters/dm-3000.pdf,Yes,Discontinued,Digital Panel Meter,series_DM-3000,,dm-3000,1,1,1,1,1,1,1,1,Catalog,0
0,Series,Block after Info Column,Yes,0,4/1/2011,0,No,1,0,No,1,10000,1,DM-31,1,0,2 columns with right bar,0.01,1,simple,murataps,999,0,,,,,,,,,,,,,Request,Request,Request,Request,/data/meters/dm-31.pdf,Yes,Discontinued,Digital Panel Meter,series_DM-31,,dm-31,1,1,1,1,1,1,1,1,Catalog,0
0,Series,Block after Info Column,Yes,0,4/1/2011,0,No,1,0,No,1,10000,1,DM-3100B,1,0,2 columns with right bar,0.01,1,simple,murataps,999,0,,,,,,,,,,,,,Request,Request,Request,Request,/data/meters/dm3100b.pdf,Yes,Discontinued,Digital Panel Meter,series_DM-3100B,,dm-3100b,1,1,1,1,1,1,1,1,Catalog,0
0,Series,Block after Info Column,Yes,0,4/1/2011,0,No,1,0,No,1,10000,1,DM-3100L,1,0,2 columns with right bar,0.01,1,simple,murataps,999,0,,,,,,,,,,,,,Request,Request,Request,Request,/data/meters/dm3100l.pdf,Yes,Discontinued,Digital Panel Meter,series_DM-3100L,,dm-3100l,1,1,1,1,1,1,1,1,Catalog,0
0,Series,Block after Info Column,Yes,0,4/1/2011,0,No,1,0,No,1,10000,1,DM-3100N,1,0,2 columns with right bar,0.01,1,simple,murataps,999,0,,,,,,,,,,,,,Request,Request,Request,Request,/data/meters/dm3100n.pdf,Yes,Discontinued,Digital Panel Meter,series_DM-3100N,,dm-3100n,1,1,1,1,1,1,1,1,Catalog,0
0,Series,Block after Info Column,Yes,0,4/1/2011,0,No,1,0,No,1,10000,1,DM-3100U1,1,0,2 columns with right bar,0.01,1,simple,murataps,999,0,,,,,,,,,,,,,Request,Request,Request,Request,/data/meters/dm3100u1.pdf,Yes,Discontinued,Digital Panel Meter,series_DM-3100U1,,dm-3100u1,1,1,1,1,1,1,1,1,Catalog,0
0,Series,Block after Info Column,Yes,0,4/1/2011,0,No,1,0,No,1,10000,1,DM-3100U2/U3,1,0,2 columns with right bar,0.01,1,simple,murataps,999,0,,,,,,,,,,,,,Request,Request,Request,Request,/data/meters/dm3100u2.pdf,Yes,Discontinued,Digital Panel Meter,series_DM-3100U2-U3,,dm-3100u2-u3,1,1,1,1,1,1,1,1,Catalog,0
0,Series,Block after Info Column,Yes,0,6/1/2014,0,No,1,0,No,1,10000,1,DM-3100X,1,0,2 columns with right bar,0.01,1,simple,murataps,999,0,,,,,,,,,,,,,Request,Request,Request,Request,/data/meters/dm-3100x.pdf,Yes,Discontinued,Digital Panel Meter,series_DM-3100X,,dm-3100x,1,1,1,1,1,1,1,1,Catalog,0
0,Series,Block after Info Column,Yes,0,1/1/2000,0,No,1,0,No,1,10000,1,"DM-3102A, DM-3102B",1,0,2 columns with right bar,0.01,1,simple,murataps,999,0,,,,,,,,,,,,,Request,Request,Request,Request,/data/meters/dm-3102ab.pdf,Yes,Discontinued,Digital Panel Meter,series_DM-3102A-DM-3102B,,dm-3102a-dm-3102b,1,1,1,1,1,1,1,1,Catalog,0
0,Series,Block after Info Column,Yes,0,1/1/2000,0,No,1,0,No,1,10000,1,DM-3104,1,0,2 columns with right bar,0.01,1,simple,murataps,999,0,,,,,,,,,,,,,Request,Request,Request,Request,/data/meters/dm-3104.pdf,Yes,Discontinued,Digital Panel Meter,series_DM-3104,,dm-3104,1,1,1,1,1,1,1,1,Catalog,0
0,Series,Block after Info Column,Yes,0,1/1/2000,0,No,1,0,No,1,10000,1,DM-350,1,0,2 columns with right bar,0.01,1,simple,murataps,999,0,,,,,,,,,,,,,Request,Request,Request,Request,/data/meters/dm-350.pdf,Yes,Discontinued,Digital Panel Meter,series_DM-350,,dm-350,1,1,1,1,1,1,1,1,Catalog,0
0,Series,Block after Info Column,Yes,0,1/1/2000,0,No,1,0,No,1,10000,1,"DM-4000, DM-4300",1,0,2 columns with right bar,0.01,1,simple,murataps,999,0,,,,,,,,,,,,,Request,Request,Request,Request,/data/meters/dm-40004300.pdf,Yes,Discontinued,Digital Panel Meter,series_DM-4000-DM-4300,,dm-4000-dm-4300,1,1,1,1,1,1,1,1,Catalog,0
0,Series,Block after Info Column,Yes,0,1/1/2000,0,No,1,0,No,1,10000,1,DM-4100D,1,0,2 columns with right bar,0.01,1,simple,murataps,999,0,,,,,,,,,,,,,Request,Request,Request,Request,/data/meters/dm4100d.pdf,Yes,Discontinued,Digital Panel Meter,series_DM-4100D,,dm-4100d,1,1,1,1,1,1,1,1,Catalog,0
0,Series,Block after Info Column,Yes,0,4/1/2011,0,No,1,0,No,1,10000,1,DM-4101D,1,0,2 columns with right bar,0.01,1,simple,murataps,999,0,,,,,,,,,,,,,Request,Request,Request,Request,/data/meters/dm4101d.pdf,Yes,Discontinued,Digital Panel Meter,series_DM-4101D,,dm-4101d,1,1,1,1,1,1,1,1,Catalog,0
0,Series,Block after Info Column,Yes,0,4/1/2011,0,No,1,0,No,1,10000,1,DM-4101L,1,0,2 columns with right bar,0.01,1,simple,murataps,999,0,,,,,,,,,,,,,Request,Request,Request,Request,/data/meters/dm4101l.pdf,Yes,Discontinued,Digital Panel Meter,series_DM-4101L,,dm-4101l,1,1,1,1,1,1,1,1,Catalog,0
0,Series,Block after Info Column,Yes,0,4/1/2011,0,No,1,0,No,1,10000,1,DM-4101N,1,0,2 columns with right bar,0.01,1,simple,murataps,999,0,,,,,,,,,,,,,Request,Request,Request,Request,/data/meters/dm4101n.pdf,Yes,Discontinued,Digital Panel Meter,series_DM-4101N,,dm-4101n,1,1,1,1,1,1,1,1,Catalog,0
0,Series,Block after Info Column,Yes,0,4/1/2011,0,No,1,0,No,1,10000,1,DM-4105,1,0,2 columns with right bar,0.01,1,simple,murataps,999,0,,,,,,,,,,,,,Request,Request,Request,Request,/data/meters/dm4105.pdf,Yes,Discontinued,Digital Panel Meter,series_DM-4105,,dm-4105,1,1,1,1,1,1,1,1,Catalog,0
0,Series,Block after Info Column,Yes,0,1/1/2000,0,No,1,0,No,1,10000,1,DM-4200,1,0,2 columns with right bar,0.01,1,simple,murataps,999,0,,,,,,,,,,,,,Request,Request,Request,Request,/data/meters/dm4200.pdf,Yes,Discontinued,Digital Panel Meter,series_DM-4200,,dm-4200,1,1,1,1,1,1,1,1,Catalog,0
0,Series,Block after Info Column,Yes,0,1/1/2000,0,No,1,0,No,1,10000,1,DM-500,1,0,2 columns with right bar,0.01,1,simple,murataps,999,0,,,,,,,,,,,,,Request,Request,Request,Request,/data/meters/dm-500.pdf,Yes,Discontinued,Digital Panel Meter,series_DM-500,,dm-500,1,1,1,1,1,1,1,1,Catalog,0
0,Series,Block after Info Column,Yes,0,7/1/2009,0,No,1,0,No,1,10000,1,DM-9000,1,0,2 columns with right bar,0.01,1,simple,murataps,999,0,,,,,,,,,,,,,Request,Request,Request,Request,/data/meters/dm9000.pdf,Yes,Discontinued,Digital Panel Meter,series_DM-9000,,dm-9000,1,1,1,1,1,1,1,1,Catalog,0
0,Series,Block after Info Column,Yes,0,1/1/2000,0,No,1,0,No,1,10000,1,DMH-30,1,0,2 columns with right bar,0.01,1,simple,murataps,999,0,,,,,,,,,,,,,Request,Request,Request,Request,/data/meters/dmh-30.pdf,Yes,Discontinued,Digital Panel Meter,series_DMH-30,,dmh-30,1,1,1,1,1,1,1,1,Catalog,0
0,Series,Block after Info Column,Yes,0,4/1/2011,0,No,1,0,No,1,10000,1,DM-LX3,1,0,2 columns with right bar,0.01,1,simple,murataps,999,0,,,,,,,,,,,,,Request,Request,Request,Request,/data/meters/dm-lx3.pdf,Yes,Discontinued,Digital Panel Meter,series_DM-LX3,,dm-lx3,1,1,1,1,1,1,1,1,Catalog,0
0,Series,Block after Info Column,Yes,0,,0,No,1,0,No,1,10000,1,DMR20,1,0,2 columns with right bar,0.01,1,simple,murataps,999,0,,,,,,,,,,,,Gasket,/3d/meters/mps_dpm_dmr20_gasket.igs,/3d/meters/mps_dpm_dmr20_gasket.pdf,/3d/meters/mps_dpm_dmr20_gasket.sldprt,/3d/meters/mps_dpm_dmr20_gasket.step.zip,,No,Recommended In Production,Digital Panel Meter,series_DMR20,,dmr20,1,1,1,1,1,1,1,1,Catalog,0
0,Series,Block after Info Column,Yes,0,,0,No,1,0,No,1,10000,1,DMR20,1,0,2 columns with right bar,0.01,1,simple,murataps,999,0,,,,,,,,,,,,Hex Nut,/3d/meters/mps_dpm_dmr20_nut.igs,/3d/meters/mps_dpm_dmr20_nut.pdf,/3d/meters/mps_dpm_dmr20_nut.sldprt,/3d/meters/mps_dpm_dmr20_nut.step.zip,,No,Recommended In Production,Digital Panel Meter,series_DMR20_2,,dmr20-1,1,1,1,1,1,1,1,1,Catalog,0
0,Series,Block after Info Column,Yes,0,,0,No,1,0,No,1,10000,1,DMR20-0/5,1,0,2 columns with right bar,0.01,1,simple,murataps,999,0,,,,,,,,,,,,,/3d/meters/mps_dpm_dmr20_x_acv.igs,/3d/meters/mps_dpm_dmr20_0_5_r_c_a.pdf,/3d/meters/mps_dpm_dmr20_0_5_r_c_a.sldprt,/3d/meters/mps_dpm_dmr20_0_5_r_c_a.step.zip,/data/meters/dmr20-0_5.pdf,Yes,Recommended In Production,Digital Panel Meter,Series_DMR20-0-5,,dmr20-0-5,1,1,1,1,1,1,1,1,Catalog,0
0,Series,Block after Info Column,Yes,0,8/18/2014,0,No,1,0,No,1,10000,1,DMR20-10-DCM,1,0,2 columns with right bar,0.01,1,simple,murataps,999,0,,,,,,,,,,,,,/3d/meters/mps_dpm_dmr20_x_dcm.igs,/3d/meters/mps_dpm_dmr20_x_dcm.pdf,/3d/meters/mps_dpm_dmr20_x_dcm.sldprt,/3d/meters/mps_dpm_dmr20_x_dcm.step.zip,/data/meters/dmr20-10-dcm.pdf,Yes,Recommended In Production,Digital Panel Meter,series_DMR20-10-DCM,,dmr20-10-dcm,1,1,1,1,1,1,1,1,Catalog,0
0,Series,Block after Info Column,Yes,0,8/18/2014,0,No,1,0,No,1,10000,1,DMR20-1-ACV,1,0,2 columns with right bar,0.01,1,simple,murataps,999,0,,,,,,,,,,,,,/3d/meters/mps_dpm_dmr20_x_acv.igs,/3d/meters/mps_dpm_dmr20_x_acv.pdf,/3d/meters/mps_dpm_dmr20_x_acv.sldprt,/3d/meters/mps_dpm_dmr20_x_acv.step.zip,/data/meters/dmr20-1-acv.pdf,Yes,Recommended In Production,Digital Panel Meter,series_DMR20-1-ACV,,dmr20-1-acv-1,1,1,1,1,1,1,1,1,Catalog,0
0,Series,Block after Info Column,Yes,0,8/18/2014,0,No,1,0,No,1,10000,1,DMR20-1-FM,1,0,2 columns with right bar,0.01,1,simple,murataps,999,0,,,,,,,,,,,,,/3d/meters/mps_dpm_dmr20_1_fm_a.igs,/3d/meters/mps_dpm_dmr20_1_fm_a.pdf,/3d/meters/mps_dpm_dmr20_1_fm_a.sldprt,/3d/meters/mps_dpm_dmr20_1_fm_a.step.zip,/data/meters/dmr20-1-fm.pdf,Yes,Recommended In Production,Digital Panel Meter,series_DMR20-1-FM,,dmr20-1-fm-1,1,1,1,1,1,1,1,1,Catalog,0
0,Series,Block after Info Column,Yes,0,8/18/2014,0,No,1,0,No,1,10000,1,DMR20-1-TMP,1,0,2 columns with right bar,0.01,1,simple,murataps,999,0,,,,,,,,,,,,,/3d/meters/mps_dpm_dmr20_1_tmp_a.igs,/3d/meters/mps_dpm_dmr20_1_tmp_a.pdf,/3d/meters/mps_dpm_dmr20_1_tmp_a.sldprt,/3d/meters/mps_dpm_dmr20_1_tmp_a.step.zip,/data/meters/dmr20-1-tmp.pdf,Yes,Recommended In Production,Digital Panel Meter,series_DMR20-1-TMP,,dmr20-1-tmp,1,1,1,1,1,1,1,1,Catalog,0
