sku,name,efficiency,input_current,vin_range,mounting_type,i1out,i2out,output_power_total_w,v1out_vdc,v1out_vdc_number,v1out_range_vdc,v2out_vdc,v3out_vdc,package_style,quality,ripple_noise,store_view_code,errors
NDTD0505C,,72,804,"4.5 to 9","Through Hole",0.3," -0.3",3,5,5,," -5",,DIP,,90,power_store_view,
NDTD0512C,,76,764,"4.5 to 9","Through Hole",0.125," -0.125",3,12,12,," -12",,DIP,,90,power_store_view,
NDTD0515C,,75,773,"4.5 to 9","Through Hole",0.1," -0.1",3,15,15,," -15",,DIP,,90,power_store_view,
NMA0505SC,,69,289,"4.5 to 5.5","Through Hole",0.1," -0.1",1,5,5,," -5",,SIP,,10,power_store_view,
NMA0509SC,,75,267,"4.5 to 5.5","Through Hole",0.055," -0.055",1,9,9,," -9",,SIP,,7,power_store_view,
NMA0512SC,,77,260,"4.5 to 5.5","Through Hole",0.042," -0.042",1,12,12,," -12",,SIP,,7.5,power_store_view,
NMA0515SC,,78,256,"4.5 to 5.5","Through Hole",0.033," -0.033",1,15,15,," -15",,SIP,,8,power_store_view,
NMA1205SC,,69,120,"10.8 to 13.2","Through Hole",0.1," -0.1",1,5,5,," -5",,SIP,,10,power_store_view,
NMA1209SC,,74,113,"10.8 to 13.2","Through Hole",0.055," -0.055",1,9,9,," -9",,SIP,,7,power_store_view,
NMA1212SC,,75,111,"10.8 to 13.2","Through Hole",0.042," -0.042",1,12,12,," -12",,SIP,,7.5,power_store_view,
NMA1215SC,,76,110,"10.8 to 13.2","Through Hole",0.033," -0.033",1,15,15,," -15",,SIP,,8,power_store_view,
NMA1505SC,,71,91,"13.5 to 16.5","Through Hole",0.1," -0.1",1,5,5,," -5",,SIP,,10,power_store_view,
NMA1512SC,,78,87,"13.5 to 16.5","Through Hole",0.042," -0.042",1,12,12,," -12",,SIP,,7.5,power_store_view,
NMA1515SC,,80,84,"13.5 to 16.5","Through Hole",0.033," -0.033",1,15,15,," -15",,SIP,,8,power_store_view,
CME0512S3C,,75,200,"4.5 to 5.5","Through Hole",0.063,,0.75,12,12,,,,SIP,UL60950,10,power_store_view,
CME0505S3C,,70,218,"4.5 to 5.5","Through Hole",0.15,,0.75,5,5,,,,SIP,UL60950,15,power_store_view,
CME0305S3C,,73,300,"2.97 to 3.63","Through Hole",0.15,,0.75,5,5,,,,SIP,UL60950,15,power_store_view,
CME0303S3C,,73,300,"2.97 to 3.63","Through Hole",0.227,,0.75,3.3,3.3,,,,SIP,UL60950,15,power_store_view,
CME0512SC,,77,195,"4.5 to 5.5","Through Hole",0.063,,0.75,12,12,,,,SIP,UL60950,20,power_store_view,
CME0505SC,,70,218,"4.5 to 5.5","Through Hole",0.15,,0.75,5,5,,,,SIP,UL60950,15,power_store_view,
CME0505DC,,70,218,"4.5 to 5.5","Through Hole",0.15,,0.75,5,5,,,,DIP,UL60950,15,power_store_view,
NME0505SPC,,77,255,"4.5 to 5.5","Through Hole",0.2,,1,5,5,,,,SIP,UL60950,11,power_store_view,
MEJ2D0503SC,,71,535,"4.5 to 5.5","Through Hole",0.303," -0.303",2,3.3,3.3,," -3.3",,SIP,"UL60950, ANSI/AAMI ES60601-1 ",26,power_store_view,
MEJ2D0505SC,,76,508,"4.5 to 5.5","Through Hole",0.2," -0.2",2,5,5,," -5",,SIP,"UL60950, ANSI/AAMI ES60601-1 ",34,power_store_view,
MEJ2D0509SC,,79,510,"4.5 to 5.5","Through Hole",0.111," -0.111",2,9,9,," -9",,SIP,"UL60950, ANSI/AAMI ES60601-1 ",27,power_store_view,
MEJ2D0512SC,,80,504,"4.5 to 5.5","Through Hole",0.083," -0.083",2,12,12,," -12",,SIP,"UL60950, ANSI/AAMI ES60601-1 ",27,power_store_view,
MEJ2D0515SC,,78,492,"4.5 to 5.5","Through Hole",0.067," -0.067",2,15,15,," -15",,SIP,"UL60950, ANSI/AAMI ES60601-1 ",20,power_store_view,
MEJ2D1203SC,,75,205,"10.8 to 13.2","Through Hole",0.303," -0.303",2,3.3,3.3,," -3.3",,SIP,"UL60950, ANSI/AAMI ES60601-1 ",37,power_store_view,
MEJ2D1205SC,,79,212,"10.8 to 13.2","Through Hole",0.2," -0.2",2,5,5,," -5",,SIP,"UL60950, ANSI/AAMI ES60601-1 ",32,power_store_view,
MEJ2D1209SC,,81,206,"10.8 to 13.2","Through Hole",0.111," -0.111",2,9,9,," -9",,SIP,"UL60950, ANSI/AAMI ES60601-1 ",27,power_store_view,
MEJ2D1212SC,,81,208,"10.8 to 13.2","Through Hole",0.083," -0.083",2,12,12,," -12",,SIP,"UL60950, ANSI/AAMI ES60601-1 ",27,power_store_view,
MEJ2D1215SC,,82,203,"10.8 to 13.2","Through Hole",0.067," -0.067",2,15,15,," -15",,SIP,"UL60950, ANSI/AAMI ES60601-1 ",24,power_store_view,
MEJ2D1505SC,,78,170,"13.5 to 16.5","Through Hole",0.2," -0.2",2,5,5,," -5",,SIP,"UL60950, ANSI/AAMI ES60601-1 ",37,power_store_view,
MEJ2D1509SC,,80,163,"13.5 to 16.5","Through Hole",0.111," -0.111",2,9,9,," -9",,SIP,"UL60950, ANSI/AAMI ES60601-1 ",26,power_store_view,
MEJ2D1512SC,,80,167,"13.5 to 16.5","Through Hole",0.083," -0.083",2,12,12,," -12",,SIP,"UL60950, ANSI/AAMI ES60601-1 ",26,power_store_view,
MEJ2D1515SC,,79,167,"13.5 to 16.5","Through Hole",0.067," -0.067",2,15,15,," -15",,SIP,"UL60950, ANSI/AAMI ES60601-1 ",23,power_store_view,
LME0505DC,,70,,"4.5 to 5.5","Through Hole",0.05,,0.25,5,5,,,,DIP,,100,power_store_view,
LME0505SC,,70,,"4.5 to 5.5","Through Hole",0.05,,0.25,5,5,,,,SIP,,100,power_store_view,
LME0509SC,,75,,"4.5 to 5.5","Through Hole",0.028,,0.25,9,9,,,,SIP,,100,power_store_view,
LME0512DC,,75,,"4.5 to 5.5","Through Hole",0.021,,0.25,12,12,,,,DIP,,100,power_store_view,
LME0512SC,,75,,"4.5 to 5.5","Through Hole",0.021,,0.25,12,12,,,,SIP,,100,power_store_view,
LME0515SC,,75,,"4.5 to 5.5","Through Hole",0.016,,0.25,15,15,,,,SIP,,100,power_store_view,
LME1205SC,,70,,"10.8 to 13.2","Through Hole",0.05,,0.25,5,5,,,,SIP,,100,power_store_view,
LME1209DC,,75,,"10.8 to 13.2","Through Hole",0.028,,0.25,9,9,,,,DIP,,100,power_store_view,
LME1212SC,,75,,"10.8 to 13.2","Through Hole",0.021,,0.25,12,12,,,,SIP,,100,power_store_view,
LME1215SC,,75,,"10.8 to 13.2","Through Hole",0.016,,0.25,15,15,,,,SIP,,100,power_store_view,
NMA0505DC,,69,289,"4.5 to 5.5","Through Hole",0.1," -0.1",1,5,5,," -5",,DIP,,10,power_store_view,
NMA0509DC,,75,267,"4.5 to 5.5","Through Hole",0.055," -0.055",1,9,9,," -9",,DIP,,7,power_store_view,
NMA0512DC,,77,260,"4.5 to 5.5","Through Hole",0.042," -0.042",1,12,12,," -12",,DIP,,7.5,power_store_view,
NMA0515DC,,78,256,"4.5 to 5.5","Through Hole",0.033," -0.033",1,15,15,," -15",,DIP,,8,power_store_view,
NMA1205DC,,69,120,"10.8 to 13.2","Through Hole",0.1," -0.1",1,5,5,," -5",,DIP,,10,power_store_view,
NMA1209DC,,74,113,"10.8 to 13.2","Through Hole",0.055," -0.055",1,9,9,," -9",,DIP,,7,power_store_view,
NMA1212DC,,75,111,"10.8 to 13.2","Through Hole",0.042," -0.042",1,12,12,," -12",,DIP,,7.5,power_store_view,
NMA1215DC,,76,110,"10.8 to 13.2","Through Hole",0.033," -0.033",1,15,15,," -15",,DIP,,8,power_store_view,
NMA1515DC,,80,84,"13.5 to 16.5","Through Hole",0.033,,1,15,15,," -15",,DIP,,8,power_store_view,
CMR0512S3C,,78,192,"4.5 to 5.5","Through Hole",0.031," -0.031",0.75,12,12,," -12",,SIP,UL60950,6.7,power_store_view,
CMR1215S3C,,79,80,"10.8 to 13.2","Through Hole",0.025," -0.025",0.75,15,15,," -15",,SIP,UL60950,6.5,power_store_view,
CMR0515S3C,,79,188,"4.5 to 5.5","Through Hole",0.025," -0.025",0.75,15,15,," -15",,SIP,UL60950,6.3,power_store_view,
CMR0505SA3C,,68,220,"4.5 to 5.5","Through Hole",0.15,,0.75,5,5,,,,SIP,UL60950,15,power_store_view,
CMR118C,,70,46,"21.6 to 26.4","Through Hole",0.15,,0.75,5,5,,,,SIP,UL60950,8,power_store_view,
CMR100C,,69,218,"4.5 to 5.5","Through Hole",0.15,,0.75,5,5,,,,SIP,UL60950,6,power_store_view,
CRV1D1212SC,,81,111,"10.8 to 13.2","Through Hole",0.042," -0.042",1,12,12,," -12",,SIP,UL60950,6,power_store_view,
CRV1S1215SC,,83,108,"10.8 to 13.2","Through Hole",0.067,,1,15,15,,,,SIP,UL60950,8.5,power_store_view,
CRR1S0505SC,,69,290,"4.4 to 5.5","Through Hole",0.2,,1,5,5,,,,SIP,UL60950,6,power_store_view,
CRV1D0512SC,,79,256,"4.5 to 5.5","Through Hole",0.042," -0.042",1,12,12,," -12",,SIP,UL60950,6.7,power_store_view,
CRV1S0505SC,,70,294,"4.5 to 5.5","Through Hole",0.2,,1,5,5,,,,SIP,UL60950,16,power_store_view,
CRV2S0505SC,,83,470,"4.5 to 5.5","Through Hole",0.4,,2,5,5,,,,SIP,UL60950,24,power_store_view,
CRE1S0505SC,,70,286,"4.5 to 5.5","Through Hole",0.2,,1,5,5,,,,SIP,UL60950,16,power_store_view,
CME0505DPC,,76.5,195,"4.5 to 5.5","Through Hole",0.15,,0.75,5,5,,,,DIP,UL60950,11,power_store_view,
CME0505SPC,,76.5,195,"4.5 to 5.5","Through Hole",0.15,,0.75,5,5,,,,SIP,UL60950,11,power_store_view,
CMR0505SAP3C,,76,195,"4.5 to 5.5","Through Hole",0.15,,0.75,5,5,,,,SIP,UL60950,20,power_store_view,
CMR100PC,,75.5,200,"4.5 to 5.5","Through Hole",0.15,,0.75,5,5,,,,SIP,UL60950,10,power_store_view,
NMR100PC,,76.5,255,"4.5 to 5.5","Through Hole",0.2,,1,5,5,,,,SIP,UL60950,10,power_store_view,
NMA1505DC,,71,91,"13.5 to 16.5","Through Hole",0.1," -0.1",1,5,5,," -5",,DIP,,10,power_store_view,
NMA1512DC,,78,87,"13.5 to 16.5","Through Hole",0.042," -0.042",1,12,12,," -12",,DIP,,7.5,power_store_view,
NMG0524SC,,85,465,"4.5 to 5.5","Through Hole",0.083,,2,24,24,,,,SIP,UL60950,35,power_store_view,
NMG1224SC,,86.5,190,"10.8 to 13.2","Through Hole",0.083,,2,24,24,,,,SIP,UL60950,25,power_store_view,
NMG1505SC,,83,160,"13.5 to 16.5","Through Hole",0.4,,2,5,5,,,,SIP,UL60950,40,power_store_view,
NMG1509SC,,86.5,155,"13.5 to 16.5","Through Hole",0.222,,2,9,9,,,,SIP,UL60950,25,power_store_view,
NMG1512SC,,87.5,150,"13.5 to 16.5","Through Hole",0.167,,2,12,12,,,,SIP,UL60950,25,power_store_view,
NMG1515SC,,88,150,"13.5 to 16.5","Through Hole",0.133,,2,15,15,,,,SIP,UL60950,25,power_store_view,
NMG2405SC,,84,100,"21.6 to 26.4","Through Hole",0.4,,2,5,5,,,,SIP,UL60950,40,power_store_view,
NMG2409SC,,87.5,95,"21.6 to 26.4","Through Hole",0.222,,2,9,9,,,,SIP,UL60950,30,power_store_view,
NMG2412SC,,88,95,"21.6 to 26.4","Through Hole",0.167,,2,12,12,,,,SIP,UL60950,25,power_store_view,
NMG2415SC,,88.5,95,"21.6 to 26.4","Through Hole",0.133,,2,15,15,,,,SIP,UL60950,30,power_store_view,
NME0505DPC,,77,255,"4.5 to 5.5","Through Hole",0.2,,1,5,5,,,,DIP,UL60950,11,power_store_view,
NKA0303SC,,74,407,"2.97 to 3.63","Through Hole",0.152," -0.152",1,3.3,3.3,," -3.3",,SIP,,80,power_store_view,
NKA0305SC,,79,383,"2.97 to 3.63","Through Hole",0.1," -0.1",1,5,5,," -5",,SIP,,75,power_store_view,
NKA0312DC,,78,390,"2.97 to 3.63","Through Hole",0.042," -0.042",1,12,12,," -12",,DIP,,60,power_store_view,
NKA0312SC,,78,390,"2.97 to 3.63","Through Hole",0.042," -0.042",1,12,12,," -12",,SIP,,60,power_store_view,
NKA0315SC,,79,384,"2.97 to 3.63","Through Hole",0.033," -0.033",1,15,15,," -15",,SIP,,60,power_store_view,
NKA0503SC,,77,259,"4.5 to 5.5","Through Hole",0.152," -0.152",1,3.3,3.3,," -3.3",,SIP,,80,power_store_view,
NKA0505SC,,70,285,"4.5 to 5.5","Through Hole",0.1," -0.1",1,5,5,," -5",,SIP,,75,power_store_view,
NKA0509SC,,76,263,"4.5 to 5.5","Through Hole",0.056," -0.056",1,9,9,," -9",,SIP,,65,power_store_view,
NKA0512SC,,78,255,"4.5 to 5.5","Through Hole",0.042," -0.042",1,12,12,," -12",,SIP,,60,power_store_view,
NKA0515SC,,79,253,"4.5 to 5.5","Through Hole",0.033," -0.033",1,15,15,," -15",,SIP,,60,power_store_view,
NKA1205SC,,74,112,"10.8 to 13.2","Through Hole",0.1," -0.1",1,5,5,," -5",,SIP,,75,power_store_view,
NKA1209SC,,79,106,"10.8 to 13.2","Through Hole",0.056," -0.056",1,9,9,," -9",,SIP,,65,power_store_view,
NKA1212SC,,81,104,"10.8 to 13.2","Through Hole",0.042," -0.042",1,12,12,," -12",,SIP,,60,power_store_view,
NKA1215DC,,82,102,"10.8 to 13.2","Through Hole",0.033," -0.033",1,15,15,," -15",,DIP,,60,power_store_view,
NKA1215SC,,82,102,"10.8 to 13.2","Through Hole",0.033," -0.033",1,15,15,," -15",,SIP,,60,power_store_view,
NMJ0303SAC,,65,,"2.97 to 3.63","Through Hole",0.303,,1,3.3,3.3,,,,SIP,UL60950,70,power_store_view,
NMJ0503SAC,,64,,"4.5 to 5.5","Through Hole",0.303,,1,3.3,3.3,,,,SIP,UL60950,60,power_store_view,
MEU1S0303ZC,,76,385,"2.97 to 3.63","Through Hole",0.303,,1,3.3,3.3,,,,ZIP,UL60950,50,power_store_view,
MEU1S0305ZC,,79,373,"2.97 to 3.63","Through Hole",0.2,,1,5,5,,,,ZIP,UL60950,45,power_store_view,
MEU1S0309ZC,,79,376,"2.97 to 3.63","Through Hole",0.111,,1,9,9,,,,ZIP,UL60950,40,power_store_view,
MEU1S0312ZC,,81,369,"2.97 to 3.63","Through Hole",0.083,,1,12,12,,,,ZIP,UL60950,40,power_store_view,
MEU1S0503ZC,,77,249,"4.5 to 5.5","Through Hole",0.303,,1,3.3,3.3,,,,ZIP,UL60950,50,power_store_view,
MEU1S0505ZC,,81,244,"4.5 to 5.5","Through Hole",0.2,,1,5,5,,,,ZIP,UL60950,45,power_store_view,
MEU1S0509ZC,,81,245,"4.5 to 5.5","Terminal Block",0.111,,1,9,9,,,,ZIP,UL60950,40,power_store_view,
MEU1S0512ZC,,83,239,"4.5 to 5.5","Through Hole",0.083,,1,12,12,,,,ZIP,UL60950,40,power_store_view,
MEU1S0515ZC,,83,239,"4.5 to 5.5","Through Hole",0.067,,1,15,15,,,,ZIP,UL60950,35,power_store_view,
MEU1S1205ZC,,83,100,"10.8 to 13.2","Through Hole",0.2,,1,5,5,,,,ZIP,UL60950,45,power_store_view,
MEU1S1209ZC,,84,100,"10.8 to 13.2","Through Hole",0.111,,1,9,9,,,,ZIP,UL60950,40,power_store_view,
MEU1S1212ZC,,86,100,"10.8 to 13.2","Through Hole",0.083,,1,12,12,,,,ZIP,UL60950,40,power_store_view,
MEU1S1215ZC,,87,100,"10.8 to 13.2","Through Hole",0.067,,1,15,15,,,,ZIP,UL60950,40,power_store_view,
MGJ2D241709SC,,83,105,"21.6 to 26.4","Through Hole",0.8,0.4,2,17,17,," -9",,SIP,,30,power_store_view,
MGJ6D12H24MC,,84,600,"9 to 18","Surface Mount",0.125,0.125,6,24,24,,24,,SMD,,100,power_store_view,
MGJ6D24H24MC,,85,300,"18 to 36","Surface Mount",0.125,0.125,6,24,24,,24,,SMD,,100,power_store_view,
MGJ6T12F24MC,,80,600,"9 to 18","Surface Mount",0.0625,0.0625,6,24,24,,24,24,SMD,,150,power_store_view,
MGJ6T24F24MC,,85,300,"18 to 36","Surface Mount",0.0625,0.0625,6,24,24,,24,24,SMD,,150,power_store_view,
CRE1S0505MC,,68,294,"4.5 to 5.5","Surface Mount",0.2,,1,5,5,,,,SMD,,62,power_store_view,
CRE1S0505MEC,,82,239,"4.5 to 5.5","Surface Mount",0.2,,1,5,5,,,,SMD,UL60950,25,power_store_view,
NXJ2S0505MC,,72.5,550,"4.5 to 5.5","Surface Mount",400,,2,5,5,,,,SMD,,50,power_store_view,
MGJ3T05150505MC,,78.5,760,"4.5 to 9","Surface Mount",0.12,0.12,3,15,15,," -10",,SMD,"UL60950, ANSI/AAMI ES60601-1",69,power_store_view,
MGJ3T12150505MC,,82,310,"9 to 18","Surface Mount",0.12,0.12,3,15,15,," -10",,SMD,"UL60950, ANSI/AAMI ES60601-1",85,power_store_view,
MGJ3T24150505MC,,81,155,"18 to 36","Surface Mount",0.12,0.12,3,15,15,," -10",,SMD,"UL60950, ANSI/AAMI ES60601-1",83,power_store_view,
NMUSB202MC,,,1300,"4.5 to 5.5","Surface Mount",,,,5,5,,,,SMD,"UL60950, ANSI/AAMI ES60601-1 ",,power_store_view,
MGJ1D051510MPC,,64,310,"4.5 to 5.5","Surface Mount",0.04,0.04,1,15,15,," -10",,SMD,UL60950,14,power_store_view,
MGJ1D051905MPC,,64.5,320,"4.5 to 5.5","Surface Mount",0.042,0.042,1,19,19,," -5",,SMD,UL60950,14,power_store_view,
MGJ1D121505MPC,,71.5,115,"10.8 to 13.2","Surface Mount",0.05,0.05,1,15,15,," -5",,SMD,UL60950,10,power_store_view,
MGJ1D121509MPC,,73,115,"10.8 to 13.2","Surface Mount",0.042,0.042,1,15,15,," -9",,SMD,UL60950,10,power_store_view,
MGJ1D121905MPC,,72,115,"10.8 to 13.2","Surface Mount",0.042,0.042,1,19,19,," -5",,SMD,UL60950,10,power_store_view,
MGJ1D241505MPC,,64,65,"21.6 to 26.4","Surface Mount",0.05,0.05,1,15,15,," -5",,SMD,UL60950,15,power_store_view,
MGJ1D241509MPC,,64,65,"21.6 to 26.4","Surface Mount",0.042,0.042,1,15,15,," -9",,SMD,UL60950,15,power_store_view,
MGJ1D241905MPC,,64,65,"21.6 to 26.4","Surface Mount",0.042,0.042,1,19,19,," -5",,SMD,UL60950,15,power_store_view,
MGJ6D051510LMC,,79,1500,"4.5 to 9","Surface Mount",0.24,0.24,6,15,15,," -10",,SMD,"UL60950, ANSI/AAMI ES60601-1, 2MOPP",100,power_store_view,
MGJ6D121510LMC,,79,630,"9 to 18","Surface Mount",0.24,0.24,6,15,15,," -10",,SMD,"UL60950, ANSI/AAMI ES60601-1, 2MOPP",100,power_store_view,
MGJ6D241510LMC,,81,310,"18 to 36","Surface Mount",0.24,0.24,6,15,15,," -10",,SMD,"UL60950, ANSI/AAMI ES60601-1, 2MOPP",100,power_store_view,
MGJ6D052005LMC,,79,1500,"4.5 to 9","Surface Mount",0.24,0.24,6,20,20,," -5",,SMD,"UL60950, ANSI/AAMI ES60601-1, 2MOPP",100,power_store_view,
MGJ6D122005LMC,,79,630,"9 to 18","Surface Mount",0.24,0.24,6,20,20,," -5",,SMD,"UL60950, ANSI/AAMI ES60601-1, 2MOPP",100,power_store_view,
MGJ6D242005LMC,,81,310,"18 to 36","Surface Mount",0.24,0.24,6,20,20,," -5",,SMD,"UL60950, ANSI/AAMI ES60601-1, 2MOPP",100,power_store_view,
MGJ6D051505LMC,,79,1500,"4.5 to 9","Surface Mount",0.3,0.3,6,15,15,," -5",,SMD,"UL60950, ANSI/AAMI ES60601-1, 2MOPP",100,power_store_view,
MGJ6D121505LMC,,79,630,"9 to 18","Surface Mount",0.3,0.3,6,15,15,," -5",,SMD,"UL60950, ANSI/AAMI ES60601-1, 2MOPP",100,power_store_view,
MGJ6D241505LMC,,81,310,"18 to 36","Surface Mount",0.3,0.3,6,15,15,," -5",,SMD,"UL60950, ANSI/AAMI ES60601-1, 2MOPP",100,power_store_view,
MGJ6Q12P24MC,,84,600,"9 to 18","Surface Mount",0.042,0.042,6,24,24,,24,24,SMD,,70,power_store_view,
MGJ6Q24P24MC,,85,300,"18 to 36","Surface Mount",0.042,0.042,6,24,24,,24,24,SMD,,70,power_store_view,
MGJ1D151505MPC,,69,95,"13.5 to 16.5","Surface Mount",0.05,0.05,1,15,15,," -5",,SMD,UL60950,8,power_store_view,
MGJ1D151509MPC,,69,95,"13.5 to 16.5","Surface Mount",0.042,0.042,1,15,15,," -9",,SMD,UL60950,8,power_store_view,
MGJ1D151905MPC,,69,95,"13.5 to 16.5","Surface Mount",0.042,0.042,1,19,19,," -5",,SMD,UL60950,8,power_store_view,
NMUSB2022PMC,,,1300,"4.5 to 5.5","Surface Mount",,,,5,5,,,,SMD,,,power_store_view,
MGJ6D051510WMC,,77.5,1500,"4.5 to 9","Surface Mount",0.24,0.24,6,15,15,," -10",,SMD,,105,power_store_view,
MGJ6D121510WMC,,80,620,"9 to 18","Surface Mount",0.24,0.24,6,15,15,," -10",,SMD,,105,power_store_view,
MGJ6D241510WMC,,81.5,300,"18 to 36","Surface Mount",0.24,0.24,6,15,15,," -10",,SMD,,105,power_store_view,
MGJ6D052005WMC,,77.5,1500,"4.5 to 9","Surface Mount",0.24,0.24,6,20,20,," -5",,SMD,,105,power_store_view,
MGJ6D122005WMC,,80,620,"9 to 18","Surface Mount",0.24,0.24,6,20,20,," -5",,SMD,,105,power_store_view,
MGJ6D242005WMC,,81.5,300,"18 to 36","Surface Mount",0.24,0.24,6,20,20,," -5",,SMD,,105,power_store_view,
MGJ6D051505WMC,,77.5,1500,"4.5 to 9","Surface Mount",0.3,0.3,6,15,15,," -5",,SMD,,105,power_store_view,
MGJ6D121505WMC,,80,620,"9 to 18","Surface Mount",0.3,0.3,6,15,15,," -5",,SMD,,105,power_store_view,
MGJ6D241505WMC,,81.5,300,"18 to 36","Surface Mount",0.3,0.3,6,15,15,," -5",,SMD,,105,power_store_view,
MGJ6D05H24MC,,79.5,1500,"4.5 to 9","Surface Mount",0.125,0.125,6,24,24,,24,,SMD,,100,power_store_view,
MGJ6T05F24MC,,80,1500,"4.5 to 9","Surface Mount",0.0625,0.0625,6,24,24,,24,24,SMD,,100,power_store_view,
MGJ6Q05P24MC,,79.5,1500,"4.5 to 9","Surface Mount",0.042,0.042,6,24,24,,24,24,SMD,,100,power_store_view,
NMUSBEVALC,,,,"4.5 to 5.5","Surface Mount",,,,5,5,,,,SMD,"UL60950, ANSI/AAMI ES60601-1 ",,power_store_view,
NMUSBEVALEXC,,,,"4.4 to 5.5","Through Hole",,,,5,5,,,,DIP,"UL60950, ANSI/AAMI ES60601-1 ",,power_store_view,
NXJ2S1212MC,,75,215,"10.8 to 13.2","Surface Mount",167,,2,12,12,,,,SMD,,30,power_store_view,
NXJ2S1215MC,,77.5,215,"10.8 to 13.2","Surface Mount",133,,2,15,15,,,,SMD,,25,power_store_view,
NXJ2S2405MC,,76.5,110,"21.6 to 26.4","Surface Mount",400,,2,5,5,,,,SMD,,70,power_store_view,
NXJ2S2415MC,,78.5,105,"21.6 to 26.4","Surface Mount",133,,2,15,15,,,,SMD,,20,power_store_view,
NXF1S0303MC,,59,510,3.135-3.465,"Surface Mount",303,,1,3.3,3.3,,,,SMD,,10,power_store_view,
NXF1S0305MC,,59,510,3.135-3.465,"Surface Mount",200,,1,5,5,,,,SMD,,15,power_store_view,
NXF1S0505MC,,64.5,310,"4.75 to 5.25","Surface Mount",200,,1,5,5,,,,SMD,,15,power_store_view,
MTE1S0303MC,,78,382,"2.97 to 3.63","Surface Mount",0.303,,1,3.3,3.3,,,,SMD,UL60950,33,power_store_view,
MTE1S0305MC,,82,363,"2.97 to 3.63","Surface Mount",0.2,,1,5,5,,,,SMD,UL60950,24,power_store_view,
MTE1S0309MC,,85,353,"2.97 to 3.63","Surface Mount",0.111,,1,9,9,,,,SMD,UL60950,17,power_store_view,
MTE1S0312MC,,86,348,"2.97 to 3.63","Surface Mount",0.083,,1,12,12,,,,SMD,UL60950,15,power_store_view,
MTE1S0315MC,,86,346,"2.97 to 3.63","Surface Mount",0.067,,1,15,15,,,,SMD,UL60950,13,power_store_view,
MTE1S0503MC,,79,248,"4.5 to 5.5","Surface Mount",0.303,,1,3.3,3.3,,,,SMD,UL60950,24,power_store_view,
MTE1S0505MC,,82,239,"4.5 to 5.5","Surface Mount",0.2,,1,5,5,,,,SMD,UL60950,20,power_store_view,
MTE1S0506MC,,84,236,"4.5 to 5.5","Surface Mount",0.167,,1,6,6,,,,SMD,UL60950,20,power_store_view,
MTE1S0509MC,,85,233,"4.5 to 5.5","Surface Mount",0.111,,1,9,9,,,,SMD,UL60950,15,power_store_view,
MTE1S0512MC,,87,227,"4.5 to 5.5","Surface Mount",0.083,,1,12,12,,,,SMD,UL60950,14,power_store_view,
MTE1S0515MC,,88,225,"4.5 to 5.5","Surface Mount",0.067,,1,15,15,,,,SMD,UL60950,11,power_store_view,
MTE1S1205MC,,84,97,"10.8 to 13.2","Surface Mount",0.2,,1,5,5,,,,SMD,UL60950,19,power_store_view,
MTE1S1209MC,,86,95,"10.8 to 13.2","Surface Mount",0.111,,1,9,9,,,,SMD,UL60950,13,power_store_view,
MTE1S1212MC,,88,93,"10.8 to 13.2","Surface Mount",0.083,,1,12,12,,,,SMD,UL60950,12,power_store_view,
MTE1S1215MC,,88,93,"10.8 to 13.2","Surface Mount",0.067,,1,15,15,,,,SMD,UL60950,11,power_store_view,
MTE1S1505MC,,83,79,"13.5 to 16.5","Surface Mount",0.2,,1,5,5,,,,SMD,UL60950,15,power_store_view,
MTE1S1509MC,,86,77,"13.5 to 16.5","Surface Mount",0.111,,1,9,9,,,,SMD,UL60950,9,power_store_view,
MTE1S1512MC,,87,76,"13.5 to 16.5","Surface Mount",0.083,,1,12,12,,,,SMD,UL60950,10,power_store_view,
MTE1S1515MC,,88,75,"13.5 to 16.5","Surface Mount",0.067,,1,15,15,,,,SMD,UL60950,8,power_store_view,
MTE1S2405MC,,83,5,"21.6 to 26.4","Surface Mount",0.2,,1,5,5,,,,SMD,UL60950,20,power_store_view,
MTE1S2409MC,,86,48,"21.6 to 26.4","Surface Mount",0.111,,1,9,9,,,,SMD,UL60950,19,power_store_view,
MTE1S2412MC,,87,48,"21.6 to 26.4","Surface Mount",0.083,,1,12,12,,,,SMD,UL60950,19,power_store_view,
MTE1S2415MC,,88,48,"21.6 to 26.4","Surface Mount",0.067,,1,15,15,,,,SMD,UL60950,22,power_store_view,
MEJ1S0303SC,,70,410,"2.97 to 3.63","Through Hole",0.303,,1,3.3,3.3,,,,SIP,"UL60950, ANSI/AAMI ES60601-1 ",42,power_store_view,
MEJ1S0305SC,,71.5,400,"2.97 to 3.63","Through Hole",0.2,,1,5,5,,,,SIP,"UL60950, ANSI/AAMI ES60601-1 ",33,power_store_view,
MEJ1S0503SC,,69,280,"4.5 to 5.5","Through Hole",0.303,,1,3.3,3.3,,,,SIP,"UL60950, ANSI/AAMI ES60601-1 ",20,power_store_view,
MEJ1S0505SC,,72,270,"4.5 to 5.5","Through Hole",0.2,,1,5,5,,,,SIP,"UL60950, ANSI/AAMI ES60601-1 ",24,power_store_view,
MEJ1S0509SC,,74,265,"4.5 to 5.5","Through Hole",0.111,,1,9,9,,,,SIP,"UL60950, ANSI/AAMI ES60601-1 ",20,power_store_view,
