allow_backorders,attribute_set_code,created_at,display_product_options_in,display_type,dosa,enable_googlecheckout,enable_qty_increments,eol_date,is_decimal_divided,is_imported,is_in_stock,is_qty_decimal,is_recurring,manage_stock,max_cart_qty,min_cart_qty,msrp_display_actual_price_type,msrp_price,name,notify_on_stock_below,out_of_stock_qty,page_layout,price,product_online,product_type,product_websites,qty,qty_increments,safety_bsmi,safety_cb_ite,safety_ccc,safety_cd_med,safety_cert,safety_csa,safety_demko,safety_list,safety_tuv,safety_ul_ite,safety_ul_med,safety_vde,series_3d_details,series_3d_iges,series_3d_pdf,series_3d_solidworks,series_3d_step,series_datasheet,series_description,series_headline,series_primary,series_status,series_type,sku,tax_class_name,updated_at,url_key,use_config_backorders,use_config_enable_qty_inc,use_config_manage_stock,use_config_max_sale_qty,use_config_min_qty,use_config_min_sale_qty,use_config_notify_stock_qty,use_config_qty_increments,visibility,website_id
0,Series,"4/3/19, 11:42 AM",Block after Info Column,,,Yes,0,8/18/2014,0,No,1,0,No,1,10000,1,Use config,,D1U54P-W-1500-12-HxxTC,1,0,2 columns with right bar,0.01,1,simple,"power,murataps",999,0,,,,,,D1U54P-W-1500-12-H_c-CSA-us_NRTL_Cert.pdf,,yes,,,,,,Request,Request,Request,Request,/data/acdcsupplies/d1u54p-w-1500-12-hxxtc.pdf,,,yes,Recommended In Production,AC-DC Power Supply,series_D1U54P-W-1500-12-HxxTC,Taxable Goods,"4/3/19, 3:11 PM",series-d1u54p-w-1500-12-hxxtc,1,1,1,1,1,1,1,1,Catalog,0
0,Series,"4/3/19, 11:42 AM",Block after Info Column,,,Yes,0,,0,No,1,0,No,1,10000,1,Use config,,D1U54P-W-2000-12-HxxC,1,0,2 columns with right bar,0.01,1,simple,"power,murataps",999,0,,,,,,,,yes,,,,,,Request,Request,Request,Request,/data/acdcsupplies/d1U54p-w-2000-12-hXXc.pdf,,,yes,Recommended In Production,AC-DC Power Supply,series_D1U54P-W-2000-12-HxxC,Taxable Goods,"4/3/19, 3:11 PM",series-d1u54p-w-2000-12-hxxc,1,1,1,1,1,1,1,1,Catalog,0
0,Series,"4/3/19, 11:42 AM",Block after Info Column,,,Yes,0,,0,No,1,0,No,1,10000,1,Use config,,D1U54P-W-450-12-HxxC,1,0,2 columns with right bar,0.01,1,simple,"power,murataps",999,0,,,,,,D1U54P-W-450-12-H_c-CSA-us_NRTL_cert.pdf,,yes,,,,,,Request,Request,Request,Request,/data/acdcsupplies/d1u54p-w-450-12-hxxc.pdf,,,yes,Recommended In Production,AC-DC Power Supply,series_D1U54P-W-450-12-HxxC,Taxable Goods,"4/3/19, 3:11 PM",series-d1u54p-w-450-12-hxxc,1,1,1,1,1,1,1,1,Catalog,0
0,Series,"4/3/19, 11:42 AM",Block after Info Column,,,Yes,0,8/18/2014,0,No,1,0,No,1,10000,1,Use config,,D1U54P-W-650-12-HBxC,1,0,2 columns with right bar,0.01,1,simple,"power,murataps",999,0,,,,,,D1U54P-W-650-12-HB_D1U54-D-650-12-HB_c-CSA-s_Cert_NRTL_70134571.pdf,,yes,,,,,,/3d/acdc/mps_acdc_d1u54p_x_650_a.igs,/3d/acdc/mps_acdc_d1u54p_x_650_a.pdf,/3d/acdc/mps_acdc_d1u54p_x_650_a.sldprt,/3d/acdc/mps_acdc_d1u54p_x_650_a.step.zip,/data/acdcsupplies/d1u54p-w-650-12-hbxc.pdf,,,yes,Recommended In Production,AC-DC Power Supply,series_D1U54P-W-650-12-HBxC,Taxable Goods,"4/3/19, 3:11 PM",series-d1u54p-w-650-12-hbxc,1,1,1,1,1,1,1,1,Catalog,0
0,Series,"4/3/19, 11:42 AM",Block after Info Column,,,Yes,0,8/18/2014,0,No,1,0,No,1,10000,1,Use config,,D1U5CS-H-2825-12-HA4C,1,0,2 columns with right bar,0.01,1,simple,"power,murataps",999,0,,,,,,,,yes,,,,,,Request,Request,Request,Request,/data/acdcsupplies/d1u5cs-h-2825-12-ha4c.pdf,,,yes,Recommended In Production,AC-DC Power Supply,series_D1U5CS-H-2825-12-HA4C,Taxable Goods,"4/26/19, 5:36 PM",series-d1u5cs-h-2825-12-ha4c-1,1,1,1,1,1,1,1,1,Catalog,0
0,Series,"4/3/19, 11:42 AM",Block after Info Column,,,Yes,0,8/18/2014,0,No,1,0,No,1,10000,1,Use config,,D1U86-D-1600-12-HxxDC,1,0,2 columns with right bar,0.01,1,simple,"power,murataps",999,0,,,,,,,,,,,,,,,,,,/data/power/d1u86-d-1600-12-hxxdc.pdf,,,Yes,Recommended In Production,AC-DC Power Supply,series_D1U86-D-1600-12-HxxDC,Taxable Goods,"4/26/19, 5:36 PM",series-d1u86-d-1600-12-hxxdc,1,1,1,1,1,1,1,1,Catalog,0
0,Series,"4/3/19, 11:42 AM",Block after Info Column,,,Yes,0,4/1/2017,0,No,1,0,No,1,10000,1,Use config,,D1U86G-W-460-12-HxxDC,1,0,2 columns with right bar,0.01,1,simple,"power,murataps",999,0,,,,,,,,yes,,,,,,Request,Request,Request,Request,/data/acdcsupplies/d1u86g-w-460-12-hxx.pdf,,,yes,In Production,AC-DC Power Supply,series_D1U86G-W-460-12-HxxDC,Taxable Goods,"4/26/19, 5:36 PM",series-d1u86g-w-460-12-hxxdc,1,1,1,1,1,1,1,1,Catalog,0
0,Series,"4/3/19, 11:42 AM",Block after Info Column,,,Yes,0,8/18/2014,0,No,1,0,No,1,10000,1,Use config,,D1U86P-W-1600-12-HBxDC,1,0,2 columns with right bar,0.01,1,simple,"power,murataps",999,0,,,,,,,,yes,,,,,,Request,Request,Request,Request,/data/acdcsupplies/d1u86p-w-1600-12-hbxdc.pdf,,,yes,Recommended In Production,AC-DC Power Supply,series_D1U86P-W-1600-12-HBxDC,Taxable Goods,"4/3/19, 3:11 PM",series-d1u86p-w-1600-12-hbxdc,1,1,1,1,1,1,1,1,Catalog,0
0,Series,"4/3/19, 11:42 AM",Block after Info Column,,,Yes,0,,0,No,1,0,No,1,10000,1,Use config,,D1U86P-W-2200-12-HBxDC ,1,0,2 columns with right bar,0.01,1,simple,"power,murataps",999,0,,,,,,,,yes,,,,,,Request,Request,Request,Request,/data/acdcsupplies/d1u86p-w-2200-12-hbxdc.pdf,,,yes,Recommended In Production,AC-DC Power Supply,series_D1U86P-W-2200-12-HBxDC ,Taxable Goods,"4/26/19, 5:36 PM",series-d1u86p-w-2200-12-hbxdc,1,1,1,1,1,1,1,1,Catalog,0
0,Series,"4/3/19, 11:42 AM",Block after Info Column,,,Yes,0,,0,No,1,0,No,1,10000,1,Use config,,D1U86T-W-800-12-HB4C,1,0,2 columns with right bar,0.01,1,simple,"power,murataps",999,0,,,,,,,,yes,,,,,,Request,Request,Request,Request,/data/acdcsupplies/d1u86t-w-800-12-hxxc.pdf,,,yes,Recommended In Production,AC-DC Power Supply,series_D1U86T-W-800-12-HB4C,Taxable Goods,"4/3/19, 3:11 PM",series-d1u86t-w-800-12-hb4c,1,1,1,1,1,1,1,1,Catalog,0
0,Series,"4/3/19, 11:42 AM",Block after Info Column,,,Yes,0,8/18/2014,0,No,1,0,No,1,10000,1,Use config,,D1U-H-2800-52,1,0,2 columns with right bar,0.01,1,simple,"power,murataps",999,0,,,,,,,,yes,,,,,,Request,Request,Request,Request,/data/acdcsupplies/cps_d1u-h-2800-52-hbxc.pdf,,,yes,Recommended In Production/To be Discontinued,AC-DC Power Supply,series_D1U-H-2800-52,Taxable Goods,"4/26/19, 5:36 PM",series-d1u-h-2800-52,1,1,1,1,1,1,1,1,Catalog,0
0,Series,"4/3/19, 11:42 AM",Block after Info Column,,,Yes,0,4/1/2017,0,No,1,0,No,1,10000,1,Use config,,D1U-W-1200-12-Hx,1,0,2 columns with right bar,0.01,1,simple,"power,murataps",999,0,,,,,,,,yes,,,,,,Request,Request,Request,Request,/data/acdcsupplies/cps_d1u-w-1200.pdf,,,yes,Discontinued,AC-DC Power Supply,series_D1U-W-1200-12-Hx,Taxable Goods,"4/26/19, 5:36 PM",series-d1u-w-1200-12-hx,1,1,1,1,1,1,1,1,Catalog,0
0,Series,"4/3/19, 11:42 AM",Block after Info Column,,,Yes,0,9/30/2016,0,No,1,0,No,1,10000,1,Use config,,D1U-W-1200-48-Hx,1,0,2 columns with right bar,0.01,1,simple,"power,murataps",999,0,,,,,,,,yes,,,,,,Request,Request,Request,Request,/data/acdcsupplies/cps_d1u-1200-48-hx.pdf,,,yes,Discontinued,AC-DC Power Supply,series_D1U-W-1200-48-Hx,Taxable Goods,"4/26/19, 5:36 PM",series-d1u-w-1200-48-hx,1,1,1,1,1,1,1,1,Catalog,0
0,Series,"4/3/19, 11:42 AM",Block after Info Column,,,Yes,0,3/31/2017,0,No,1,0,No,1,10000,1,Use config,,D1U-W-1600-12-Hx,1,0,2 columns with right bar,0.01,1,simple,"power,murataps",999,0,,,,,,,,yes,,,,,,Request,Request,Request,Request,/data/acdcsupplies/cps_d1u-w-1600.pdf,,,yes,Discontinued,AC-DC Power Supply,series_D1U-W-1600-12-Hx,Taxable Goods,"4/26/19, 5:36 PM",series-d1u-w-1600-12-hx,1,1,1,1,1,1,1,1,Catalog,0
0,Series,"4/3/19, 11:42 AM",Block after Info Column,,,Yes,0,5/4/2018,0,No,1,0,No,1,10000,1,Use config,,D1U-W-1600-48-Hx,1,0,2 columns with right bar,0.01,1,simple,"power,murataps",999,0,,,,,,,,yes,,,,,,Request,Request,Request,Request,/data/acdcsupplies/cps_d1u-1600-48-hx.pdf,,,yes,To be Discontinued/Discontinued,AC-DC Power Supply,series_D1U-W-1600-48-Hx,Taxable Goods,"4/26/19, 5:36 PM",series-d1u-w-1600-48-hx,1,1,1,1,1,1,1,1,Catalog,0
0,Series,"4/3/19, 11:42 AM",Block after Info Column,,,Yes,0,10/1/2017,0,No,1,0,No,1,10000,1,Use config,,D1U-W-2000-48-Hx,1,0,2 columns with right bar,0.01,1,simple,"power,murataps",999,0,,,,,,,,yes,,,,,,Request,Request,Request,Request,/data/acdcsupplies/cps_d1u-2000-48-hx.pdf,,,yes,Recommended In Production/To be Discontinued,AC-DC Power Supply,series_D1U-W-2000-48-Hx,Taxable Goods,"4/26/19, 5:36 PM",series-d1u-w-2000-48-hx,1,1,1,1,1,1,1,1,Catalog,0
0,Series,"4/3/19, 11:42 AM",Block after Info Column,,,Yes,0,8/18/2014,0,No,1,0,No,1,10000,1,Use config,,D2U5T-H3-5000-380-HU3C,1,0,2 columns with right bar,0.01,1,simple,"power,murataps",999,0,,,,,,,,,,,,,,,,,,/data/acdcsupplies/d2u5t-h3-5000-380-hu3c.pdf,,,Yes,Recommended In Production,AC-DC Power Supply,series_D2U5T-H3-5000-380-HU3C,Taxable Goods,"4/26/19, 5:36 PM",series-d2u5t-h3-5000-380-hu3c-1,1,1,1,1,1,1,1,1,Catalog,0
0,Series,"4/3/19, 11:42 AM",Block after Info Column,,,Yes,0,4/1/2017,0,No,1,0,No,1,10000,1,Use config,,D2U5T-H3-7000-54-HU4C,1,0,2 columns with right bar,0.01,1,simple,"power,murataps",999,0,,,,,,,,yes,,,,,,Request,Request,Request,Request,/data/acdcsupplies/d2u5t-h3-7000-54-hu4c.pdf,,,yes,Recommended In Production,AC-DC Power Supply,series_D2U5T-H3-7000-54-HU4C,Taxable Goods,"4/3/19, 3:11 PM",series-d2u5t-h3-7000-54-hu4c,1,1,1,1,1,1,1,1,Catalog,0
0,Series,"4/3/19, 11:42 AM",Block after Info Column,,,Yes,0,8/18/2014,0,No,1,0,No,1,10000,1,Use config,,DA100,1,0,2 columns with right bar,0.01,1,simple,murataps,999,0,,,,,,,,,,,,,Surface-mount digital audio transformer,/3d/magnetics/mps_mag_da100_smt_a.igs,/3d/magnetics/mps_mag_da100_smt_a.pdf,/3d/magnetics/mps_mag_da100_smt_a.sldprt,/3d/magnetics/mps_mag_da100_smt_a.step.zip,/data/magnetics/kmp_da100.pdf,,,Yes,Recommended In Production,Magnetic,series_DA100,Taxable Goods,"4/26/19, 5:36 PM",series-da100,1,1,1,1,1,1,1,1,Catalog,0
0,Series,"4/3/19, 11:42 AM",Block after Info Column,,,Yes,0,,0,No,1,0,No,1,10000,1,Use config,,DA100 ,1,0,2 columns with right bar,0.01,1,simple,murataps,999,0,,,,,,,,,,,,,Through-hole digital audio transformer,/3d/magnetics/mps_mag_da100_thd_a.igs,/3d/magnetics/mps_mag_da100_thd_a.pdf,/3d/magnetics/mps_mag_da100_thd_a.sldprt,/3d/magnetics/mps_mag_da100_thd_a.step.zip,/data/magnetics/kmp_da100.pdf,,,No,Recommended In Production,Magnetic,series_DA100 _2,Taxable Goods,"4/26/19, 5:36 PM",series-da100-2,1,1,1,1,1,1,1,1,Catalog,0
0,Series,"4/3/19, 11:42 AM",Block after Info Column,,,Yes,0,8/18/2014,0,No,1,0,No,1,10000,1,Use config,,DA100J,1,0,2 columns with right bar,0.01,1,simple,murataps,999,0,,,,,,,,,,,,,Surface-mount digital audio transformer,/3d/magnetics/mps_mag_da100j_smt_a.igs,/3d/magnetics/mps_mag_da100j_smt_a.pdf,/3d/magnetics/mps_mag_da100j_smt_a.sldprt,/3d/magnetics/mps_mag_da100j_smt_a.step.zip,/data/magnetics/kmp_da100j.pdf,,,Yes,Recommended In Production,Magnetic,series_DA100J,Taxable Goods,"4/26/19, 5:36 PM",series-da100j,1,1,1,1,1,1,1,1,Catalog,0
0,Series,"4/3/19, 11:42 AM",Block after Info Column,,,Yes,0,,0,No,1,0,No,1,10000,1,Use config,,DAQ,1,0,2 columns with right bar,0.01,1,simple,"power,murataps",999,0,,,,,,,,yes,,,,,,Request,Request,Request,Request,/data/power/dsq_daq_dcq.pdf,,,Yes,Recommended In Production,DC-DC Converter,series_DAQ,Taxable Goods,"4/3/19, 3:11 PM",series-daq,1,1,1,1,1,1,1,1,Catalog,0
0,Series,"4/3/19, 11:42 AM",Block after Info Column,,,Yes,0,,0,No,1,0,No,1,10000,1,Use config,,DBE-125W,1,0,2 columns with right bar,0.01,1,simple,"power,murataps",999,0,,,,,,,,yes,,,,,,/3d/dcdc/mps_dcdc_dbe_125_a.igs,/3d/dcdc/mps_dcdc_dbe_125_a.pdf,/3d/dcdc/mps_dcdc_dbe_125_a.sldprt,/3d/dcdc/mps_dcdc_dbe_125_a.step.zip,/data/power/dbe-dve.pdf,,,yes,Recommended In Production,DC-DC Converter,series_DBE125W,Taxable Goods,"4/26/19, 5:36 PM",series-dbe-125w,1,1,1,1,1,1,1,1,Catalog,0
0,Series,"4/3/19, 11:42 AM",Block after Info Column,,,Yes,0,,0,No,1,0,No,1,10000,1,Use config,,DBE-125W,1,0,2 columns with right bar,0.01,1,simple,"power,murataps",999,0,,,,,,,,,,,,,Baseplate,/3d/dcdc/mps_dcdc_dbe_125_bp_a.igs,/3d/dcdc/mps_dcdc_dbe_125_bp_a.pdf,/3d/dcdc/mps_dcdc_dbe_125_bp_a.sldprt,/3d/dcdc/mps_dcdc_dbe_125_bp_a.step.zip,/data/power/dbe-dve.pdf,,,no,Recommended In Production,DC-DC Converter,series_DBE-125W_2,Taxable Goods,"4/26/19, 5:36 PM",series-dbe-125w-1,1,1,1,1,1,1,1,1,Catalog,0
0,Series,"4/3/19, 11:42 AM",Block after Info Column,,,Yes,0,,0,No,1,0,No,1,10000,1,Use config,,DBE-240W,1,0,2 columns with right bar,0.01,1,simple,"power,murataps",999,0,,,,,,,,yes,,,,,,/3d/dcdc/mps_dcdc_dbe_240_a.igs,/3d/dcdc/mps_dcdc_dbe_240_a.pdf,/3d/dcdc/mps_dcdc_dbe_240_a.sldprt,/3d/dcdc/mps_dcdc_dbe_240_a.step.zip,/data/power/dbe-dve.pdf,,,yes,Recommended In Production,DC-DC Converter,series_DBE240W,Taxable Goods,"4/26/19, 5:36 PM",series-dbe-240w,1,1,1,1,1,1,1,1,Catalog,0
0,Series,"4/3/19, 11:42 AM",Block after Info Column,,,Yes,0,,0,No,1,0,No,1,10000,1,Use config,,DBE-240W,1,0,2 columns with right bar,0.01,1,simple,"power,murataps",999,0,,,,,,,,,,,,,Baseplate,/3d/dcdc/mps_dcdc_dbe_240_bp_a.igs,/3d/dcdc/mps_dcdc_dbe_240_bp_a.pdf,/3d/dcdc/mps_dcdc_dbe_240_bp_a.sldprt,/3d/dcdc/mps_dcdc_dbe_240_bp_a.step.zip,/data/power/dbe-dve.pdf,,,no,Recommended In Production,DC-DC Converter,series_DBE-240W_2,Taxable Goods,"4/26/19, 5:36 PM",series-dbe-240w-1,1,1,1,1,1,1,1,1,Catalog,0
0,Series,"4/3/19, 11:42 AM",Block after Info Column,,,Yes,0,8/18/2014,0,No,1,0,No,1,10000,1,Use config,,DBE-DVE,1,0,2 columns with right bar,0.01,1,simple,"power,murataps",999,0,,,,,,,,mps_dbe-dve_a122_ul_ind.pdf,,mps_dbe-dve_a122_ul_ind.pdf,,,,,,,,/data/power/dbe-dve.pdf,,,yes,Recommended In Production,DC-DC Converter,series_DBE-DVE,Taxable Goods,"4/26/19, 5:36 PM",series-dbe-dve,1,1,1,1,1,1,1,1,Catalog,0
0,Series,"4/3/19, 11:42 AM",Block after Info Column,,,Yes,0,1/1/2000,0,No,1,0,No,1,10000,1,Use config,,DBM-20,1,0,2 columns with right bar,0.01,1,simple,murataps,999,0,,,,,,,,,,,,,,Request,Request,Request,Request,/data/meters/dbm-20.pdf,,,Yes,Discontinued,Digital Panel Meter,series_DBM-20,Taxable Goods,"4/26/19, 5:36 PM",series-dbm-20,1,1,1,1,1,1,1,1,Catalog,0
0,Series,"4/3/19, 11:42 AM",Block after Info Column,,,Yes,0,,0,No,1,0,No,1,10000,1,Use config,,DBQ0135,1,0,2 columns with right bar,0.01,1,simple,"power,murataps",999,0,,,,,,,,yes,,,,,Baseplate,/3d/dcdc/mps_dcdc_dbq_0135_bp_a.igs,/3d/dcdc/mps_dcdc_dbq_0135_bp_a.pdf,/3d/dcdc/mps_dcdc_dbq_0135_bp_a.sldprt,/3d/dcdc/mps_dcdc_dbq_0135_bp_a.step.zip,/data/power/dbq.pdf,,,yes,Recommended In Production,DC-DC Converter,series_DBQ0135,Taxable Goods,"4/26/19, 5:36 PM",series-dbq0135-1,1,1,1,1,1,1,1,1,Catalog,0
0,Series,"4/3/19, 11:42 AM",Block after Info Column,,,Yes,0,,0,No,1,0,No,1,10000,1,Use config,,DBQ0135,1,0,2 columns with right bar,0.01,1,simple,"power,murataps",999,0,,,,,,,,,,,,,,/3d/dcdc/mps_dcdc_dbq_0135_thd_a.igs,/3d/dcdc/mps_dcdc_dbq_0135_thd_a.pdf,/3d/dcdc/mps_dcdc_dbq_0135_thd_a.sldprt,/3d/dcdc/mps_dcdc_dbq_0135_thd_a.step.zip,/data/power/dbq.pdf,,,no,Recommended In Production,DC-DC Converter,series_DBQ0135_2,Taxable Goods,"4/26/19, 5:36 PM",series-dbq0135,1,1,1,1,1,1,1,1,Catalog,0
0,Series,"4/3/19, 11:42 AM",Block after Info Column,,,Yes,0,8/18/2014,0,No,1,0,No,1,10000,1,Use config,,DBQ-DVQ,1,0,2 columns with right bar,0.01,1,simple,"power,murataps",999,0,,,,,,,,mps_dbq-dvq_a76-a126_ul_ind.pdf,,mps_dbq-dvq_a76-a126_ul_ind.pdf,,,,,,,,/data/power/dbq.pdf,,,yes,Recommended In Production,DC-DC Converter,series_DBQ-DVQ,Taxable Goods,"4/26/19, 5:36 PM",series-dbq-dvq,1,1,1,1,1,1,1,1,Catalog,0
0,Series,"4/3/19, 11:42 AM",Block after Info Column,,,Yes,0,9/1/2016,0,No,1,0,No,1,10000,1,Use config,,DCA-20PC,1,0,2 columns with right bar,0.01,1,simple,murataps,999,0,,,,,,,,,,,,,,/3d/meters/mps_dpm_dca_20pc.igs,/3d/meters/mps_dpm_dca_20pc.pdf,/3d/meters/mps_dpm_dca_20pc.sldprt,/3d/meters/mps_dpm_dca_20pc.step.zip,/data/meters/dca20pc.pdf,,,Yes,Recommended In Production/Discontinued,Digital Panel Meter,series_DCA-20PC,Taxable Goods,"4/26/19, 5:36 PM",series-dca-20pc,1,1,1,1,1,1,1,1,Catalog,0
0,Series,"4/3/19, 11:42 AM",Block after Info Column,,,Yes,0,9/1/2016,0,No,1,0,No,1,10000,1,Use config,,DCA5-20PC,1,0,2 columns with right bar,0.01,1,simple,murataps,999,0,,,,,,,,,,,,,,/3d/meters/mps_dpm_dca5_20pc.igs,/3d/meters/mps_dpm_dca5_20pc.pdf,/3d/meters/mps_dpm_dca5_20pc.sldprt,/3d/meters/mps_dpm_dca5_20pc.step.zip,/data/meters/dca520pc.pdf,,,Yes,Recommended In Production/Discontinued,Digital Panel Meter,series_DCA5-20PC,Taxable Goods,"4/26/19, 5:36 PM",series-dca5-20pc,1,1,1,1,1,1,1,1,Catalog,0
0,Series,"4/3/19, 11:42 AM",Block after Info Column,,,Yes,0,,0,No,1,0,No,1,10000,1,Use config,,DCM20,1,0,2 columns with right bar,0.01,1,simple,murataps,999,0,,,,,,,,,,,,,,/3d/meters/mps_dpm_dcm20_a.igs,/3d/meters/mps_dpm_dcm20_a.pdf,/3d/meters/mps_dpm_dcm20_a.sldprt,/3d/meters/mps_dpm_dcm20_a.step.zip,/data/meters/dcm20.pdf,,,Yes,Recommended In Production,Digital Panel Meter,series_DCM20,Taxable Goods,"4/3/19, 3:11 PM",series-dcm20,1,1,1,1,1,1,1,1,Catalog,0
0,Series,"4/3/19, 11:42 AM",Block after Info Column,,,Yes,0,,0,No,1,0,No,1,10000,1,Use config,,DCQ,1,0,2 columns with right bar,0.01,1,simple,"power,murataps",999,0,,,,,,,,yes,,,,,,Request,Request,Request,Request,/data/power/dsq_daq_dcq.pdf,,,Yes,Recommended In Production,DC-DC Converter,series_DCQ,Taxable Goods,"4/3/19, 3:11 PM",series-dcq,1,1,1,1,1,1,1,1,Catalog,0
0,Series,"4/3/19, 11:42 AM",Block after Info Column,,,Yes,0,8/17/2015,0,No,1,0,No,1,10000,1,Use config,,DDR,1,0,2 columns with right bar,0.01,1,simple,"power,murataps",999,0,,,,,,,,mps_ddr_a7_tstrpt_ul_ind.pdf,,mps_ddr_a7_tstrpt_ul_ind.pdf,,,,,,,,/data/power/ddr.pdf,,,yes,Discontinued,DC-DC Converter,series_DDR,Taxable Goods,"4/26/19, 5:36 PM",series-ddr,1,1,1,1,1,1,1,1,Catalog,0
0,Series,"4/3/19, 11:42 AM",Block after Info Column,,,Yes,0,8/18/2014,0,No,1,0,No,1,10000,1,Use config,,DLV,1,0,2 columns with right bar,0.01,1,simple,"power,murataps",999,0,,,,,,,,,,,,,,,,,,/data/power/dlv37w.pdf,,,Yes,Discontinued,DC-DC Converter,series_DLV,Taxable Goods,"4/26/19, 5:36 PM",series-dlv,1,1,1,1,1,1,1,1,Catalog,0
0,Series,"4/3/19, 11:42 AM",Block after Info Column,,,Yes,0,1/1/2000,0,No,1,0,No,1,10000,1,Use config,,DM-2000,1,0,2 columns with right bar,0.01,1,simple,murataps,999,0,,,,,,,,,,,,,,Request,Request,Request,Request,/data/meters/dm-2000ab.pdf,,,Yes,Discontinued,Digital Panel Meter,series_DM-2000,Taxable Goods,"4/26/19, 5:36 PM",series-dm-2000,1,1,1,1,1,1,1,1,Catalog,0
0,Series,"4/3/19, 11:42 AM",Block after Info Column,,,Yes,0,1/1/2000,0,No,1,0,No,1,10000,1,Use config,,DM-2100,1,0,2 columns with right bar,0.01,1,simple,murataps,999,0,,,,,,,,,,,,,,Request,Request,Request,Request,/data/meters/dm-2100.pdf,,,Yes,Discontinued,Digital Panel Meter,series_DM-2100,Taxable Goods,"4/26/19, 5:36 PM",series-dm-2100,1,1,1,1,1,1,1,1,Catalog,0
0,Series,"4/3/19, 11:42 AM",Block after Info Column,,,Yes,0,1/1/2000,0,No,1,0,No,1,10000,1,Use config,,DM-2115,1,0,2 columns with right bar,0.01,1,simple,murataps,999,0,,,,,,,,,,,,,,Request,Request,Request,Request,/data/meters/dm-2115.pdf,,,Yes,Discontinued,Digital Panel Meter,series_DM-2115,Taxable Goods,"4/26/19, 5:36 PM",series-dm-2115,1,1,1,1,1,1,1,1,Catalog,0
0,Series,"4/3/19, 11:42 AM",Block after Info Column,,,Yes,0,1/1/2000,0,No,1,0,No,1,10000,1,Use config,,DM-3000,1,0,2 columns with right bar,0.01,1,simple,murataps,999,0,,,,,,,,,,,,,,Request,Request,Request,Request,/data/meters/dm-3000.pdf,,,Yes,Discontinued,Digital Panel Meter,series_DM-3000,Taxable Goods,"4/26/19, 5:36 PM",series-dm-3000,1,1,1,1,1,1,1,1,Catalog,0
0,Series,"4/3/19, 11:42 AM",Block after Info Column,,,Yes,0,4/1/2011,0,No,1,0,No,1,10000,1,Use config,,DM-31,1,0,2 columns with right bar,0.01,1,simple,murataps,999,0,,,,,,,,,,,,,,Request,Request,Request,Request,/data/meters/dm-31.pdf,,,Yes,Discontinued,Digital Panel Meter,series_DM-31,Taxable Goods,"4/26/19, 5:36 PM",series-dm-31,1,1,1,1,1,1,1,1,Catalog,0
0,Series,"4/3/19, 11:42 AM",Block after Info Column,,,Yes,0,4/1/2011,0,No,1,0,No,1,10000,1,Use config,,DM-3100B,1,0,2 columns with right bar,0.01,1,simple,murataps,999,0,,,,,,,,,,,,,,Request,Request,Request,Request,/data/meters/dm3100b.pdf,,,Yes,Discontinued,Digital Panel Meter,series_DM-3100B,Taxable Goods,"4/26/19, 5:36 PM",series-dm-3100b,1,1,1,1,1,1,1,1,Catalog,0
0,Series,"4/3/19, 11:42 AM",Block after Info Column,,,Yes,0,4/1/2011,0,No,1,0,No,1,10000,1,Use config,,DM-3100L,1,0,2 columns with right bar,0.01,1,simple,murataps,999,0,,,,,,,,,,,,,,Request,Request,Request,Request,/data/meters/dm3100l.pdf,,,Yes,Discontinued,Digital Panel Meter,series_DM-3100L,Taxable Goods,"4/26/19, 5:36 PM",series-dm-3100l,1,1,1,1,1,1,1,1,Catalog,0
0,Series,"4/3/19, 11:42 AM",Block after Info Column,,,Yes,0,4/1/2011,0,No,1,0,No,1,10000,1,Use config,,DM-3100N,1,0,2 columns with right bar,0.01,1,simple,murataps,999,0,,,,,,,,,,,,,,Request,Request,Request,Request,/data/meters/dm3100n.pdf,,,Yes,Discontinued,Digital Panel Meter,series_DM-3100N,Taxable Goods,"4/26/19, 5:36 PM",series-dm-3100n,1,1,1,1,1,1,1,1,Catalog,0
0,Series,"4/3/19, 11:42 AM",Block after Info Column,,,Yes,0,4/1/2011,0,No,1,0,No,1,10000,1,Use config,,DM-3100U1,1,0,2 columns with right bar,0.01,1,simple,murataps,999,0,,,,,,,,,,,,,,Request,Request,Request,Request,/data/meters/dm3100u1.pdf,,,Yes,Discontinued,Digital Panel Meter,series_DM-3100U1,Taxable Goods,"4/26/19, 5:36 PM",series-dm-3100u1,1,1,1,1,1,1,1,1,Catalog,0
0,Series,"4/3/19, 11:42 AM",Block after Info Column,,,Yes,0,4/1/2011,0,No,1,0,No,1,10000,1,Use config,,DM-3100U2/U3,1,0,2 columns with right bar,0.01,1,simple,murataps,999,0,,,,,,,,,,,,,,Request,Request,Request,Request,/data/meters/dm3100u2.pdf,,,Yes,Discontinued,Digital Panel Meter,series_DM-3100U2-U3,Taxable Goods,"4/26/19, 5:36 PM",series-dm-3100u2-u3,1,1,1,1,1,1,1,1,Catalog,0
0,Series,"4/3/19, 11:42 AM",Block after Info Column,,,Yes,0,6/1/2014,0,No,1,0,No,1,10000,1,Use config,,DM-3100X,1,0,2 columns with right bar,0.01,1,simple,murataps,999,0,,,,,,,,,,,,,,Request,Request,Request,Request,/data/meters/dm-3100x.pdf,,,Yes,Discontinued,Digital Panel Meter,series_DM-3100X,Taxable Goods,"4/26/19, 5:36 PM",series-dm-3100x,1,1,1,1,1,1,1,1,Catalog,0
