sku,name,dimension,dimensions_mm,store_view_code
NXE1S0305MC,NXE1S0305MC,0.410 x 0.500 x 0.172,10.41 x 12.70 x 4.36,
NXE1S0505MC,NXE1S0505MC,0.410 x 0.500 x 0.172,10.41 x 12.70 x 4.36,
NXE1S0303MC,NXE1S0303MC,0.410 x 0.500 x 0.172,10.41 x 12.70 x 4.36,
NXE2S0505MC,NXE2S0505MC,0.410 x 0.500 x 0.174,10.41 x 12.70 x 4.36,
NXE2S1205MC,NXE2S1205MC,0.410 x 0.500 x 0.174,10.41 x 12.70 x 4.36,
NXE2S1212MC,NXE2S1212MC,0.410 x 0.500 x 0.174,10.41 x 12.70 x 4.36,
NXE2S1215MC,NXE2S1215MC,0.410 x 0.500 x 0.174,10.41 x 12.70 x 4.36,
NXJ1S0505MC,NXJ1S0505MC,0.412 x 0.540 x 0.164,10.46 x 13.72 x 4.16,
NXJ1S1205MC,NXJ1S1205MC,0.412 x 0.540 x 0.164,10.46 x 13.72 x 4.16,
NXJ1S1212MC,NXJ1S1212MC,0.412 x 0.540 x 0.164,10.46 x 13.72 x 4.16,
NXJ1S1215MC,NXJ1S1215MC,0.412 x 0.540 x 0.164,10.46 x 13.72 x 4.16,
NXJ1S0303MC,NXJ1S0303MC,0.412 x 0.540 x 0.172,10.46 x 13.72 x 4.36,
NXJ1S0305MC,NXJ1S0305MC,0.412 x 0.540 x 0.172,10.46 x 13.72 x 4.36,
LME0305SC,LME0305SC,0.450 x 0.236 x 0.393,11.48 x 6.00 x 10.00,
CME0505SC,CME0505SC,0.450 x 0.236 x 0.393,11.48 x 6.00 x 10.00,
CME0512S3C,CME0512S3C,0.454 x 0.240 x 0.294,11.53 x 6.10 x 7.46,
CME0505S3C,CME0505S3C,0.454 x 0.240 x 0.294,11.53 x 6.10 x 7.46,
CME0305S3C,CME0305S3C,0.454 x 0.240 x 0.294,11.53 x 6.10 x 7.46,
CME0303S3C,CME0303S3C,0.454 x 0.240 x 0.294,11.53 x 6.10 x 7.46,
NME0505SC,NME0505SC,0.454 x 0.240 x 0.394,11.53 x 6.10 x 10.00,
NME0509SC,NME0509SC,0.454 x 0.240 x 0.394,11.53 x 6.10 x 10.00,
NME0512SC,NME0512SC,0.454 x 0.240 x 0.394,11.53 x 6.10 x 10.00,
NME0515SC,NME0515SC,0.454 x 0.240 x 0.394,11.53 x 6.10 x 10.00,
NME0524SC,NME0524SC,0.454 x 0.240 x 0.394,11.53 x 6.10 x 10.00,
NME1205SC,NME1205SC,0.454 x 0.240 x 0.394,11.53 x 6.10 x 10.00,
NME1209SC,NME1209SC,0.454 x 0.240 x 0.394,11.53 x 6.10 x 10.00,
NME1212SC,NME1212SC,0.454 x 0.240 x 0.394,11.53 x 6.10 x 10.00,
NME1215SC,NME1215SC,0.454 x 0.240 x 0.394,11.53 x 6.10 x 10.00,
NME1515SC,NME1515SC,0.454 x 0.240 x 0.394,11.53 x 6.10 x 10.00,
NME2405SC,NME2405SC,0.454 x 0.240 x 0.394,11.53 x 6.10 x 10.00,
NME2412SC,NME2412SC,0.454 x 0.240 x 0.394,11.53 x 6.10 x 10.00,
CME0512SC,CME0512SC,0.454 x 0.240 x 0.394,11.53 x 6.10 x 10.00,
NME0505SPC,NME0505SPC,0.454 x 0.240 x 0.394,11.53 x 6.10 x 10.00,
NME0505DC,NME0505DC,0.457 x 0.390 x 0.272,11.6 x 9.9 x 6.9,
NME0509DC,NME0509DC,0.457 x 0.390 x 0.272,11.6 x 9.9 x 6.9,
NME0512DC,NME0512DC,0.457 x 0.390 x 0.272,11.6 x 9.9 x 6.9,
NME0515DC,NME0515DC,0.457 x 0.390 x 0.272,11.6 x 9.9 x 6.9,
NME0524DC,NME0524DC,0.457 x 0.390 x 0.272,11.6 x 9.9 x 6.9,
NME1205DC,NME1205DC,0.457 x 0.390 x 0.272,11.6 x 9.9 x 6.9,
NME1212DC,NME1212DC,0.457 x 0.390 x 0.272,11.6 x 9.9 x 6.9,
NME1215DC,NME1215DC,0.457 x 0.390 x 0.272,11.6 x 9.9 x 6.9,
NME2405DC,NME2405DC,0.457 x 0.390 x 0.272,11.6 x 9.9 x 6.9,
NME2412DC,NME2412DC,0.457 x 0.390 x 0.272,11.6 x 9.9 x 6.9,
NME2415DC,NME2415DC,0.457 x 0.390 x 0.272,11.6 x 9.9 x 6.9,
NME2415SC,NME2415SC,0.457 x 0.390 x 0.272,11.53 x 6.10 x 10.00,
CME0505DC,CME0505DC,0.457 x 0.390 x 0.272,11.6 x 9.9 x 6.9,
NME0505DPC,NME0505DPC,0.457 x 0.390 x 0.272,11.6 x 9.9 x 6.9,
CRE1S0505MC,CRE1S0505MC,0.50 x 0.43 x 0.26,12.7 x 10.9 x 6.6,
CRE1S0505MEC,CRE1S0505MEC,0.500 x 0.433 x 0.278,12.70 x 11.00 x 7.05,
NTE0303MC,NTE0303MC,0.500 x 0.441 x 0.260,12.7 x 11.2 x 6.6,
NTE0303MC-R,NTE0303MC-R,0.500 x 0.441 x 0.260,12.7 x 11.2 x 6.6,
NTE0305MC,NTE0305MC,0.500 x 0.441 x 0.260,12.7 x 11.2 x 6.6,
NTE0305MC-R,NTE0305MC-R,0.500 x 0.441 x 0.260,12.7 x 11.2 x 6.6,
NTE0309MC,NTE0309MC,0.500 x 0.441 x 0.260,12.7 x 11.2 x 6.6,
NTE0309MC-R,NTE0309MC-R,0.500 x 0.441 x 0.260,12.7 x 11.2 x 6.6,
NTE0312MC,NTE0312MC,0.500 x 0.441 x 0.260,12.7 x 11.2 x 6.6,
NTE0312MC-R,NTE0312MC-R,0.500 x 0.441 x 0.260,12.7 x 11.2 x 6.6,
NTE0315MC,NTE0315MC,0.500 x 0.441 x 0.260,12.7 x 11.2 x 6.6,
NTE0315MC-R,NTE0315MC-R,0.500 x 0.441 x 0.260,12.7 x 11.2 x 6.6,
NTE0503MC,NTE0503MC,0.500 x 0.441 x 0.260,12.7 x 11.2 x 6.6,
NTE0503MC-R,NTE0503MC-R,0.500 x 0.441 x 0.260,12.7 x 11.2 x 6.6,
NTE0505MC,NTE0505MC,0.500 x 0.441 x 0.260,12.7 x 11.2 x 6.6,
NTE0505MC-R,NTE0505MC-R,0.500 x 0.441 x 0.260,12.7 x 11.2 x 6.6,
NTE0505MEC,NTE0505MEC,0.500 x 0.441 x 0.260,12.7 x 11.2 x 6.6,
NTE0505MEC-R,NTE0505MEC-R,0.500 x 0.441 x 0.260,12.7 x 11.2 x 6.6,
NTE0506MC,NTE0506MC,0.500 x 0.441 x 0.260,12.7 x 11.2 x 6.6,
NTE0506MC-R,NTE0506MC-R,0.500 x 0.441 x 0.260,12.7 x 11.2 x 6.6,
NTE0509MC,NTE0509MC,0.500 x 0.441 x 0.260,12.7 x 11.2 x 6.6,
NTE0509MC-R,NTE0509MC-R,0.500 x 0.441 x 0.260,12.7 x 11.2 x 6.6,
NTE0512MC,NTE0512MC,0.500 x 0.441 x 0.260,12.7 x 11.2 x 6.6,
NTE0512MC-R,NTE0512MC-R,0.500 x 0.441 x 0.260,12.7 x 11.2 x 6.6,
NTE0515MC,NTE0515MC,0.500 x 0.441 x 0.260,12.7 x 11.2 x 6.6,
NTE0515MC-R,NTE0515MC-R,0.500 x 0.441 x 0.260,12.7 x 11.2 x 6.6,
NTE1205MC,NTE1205MC,0.500 x 0.441 x 0.260,12.7 x 11.2 x 6.6,
NTE1205MC-R,NTE1205MC-R,0.500 x 0.441 x 0.260,12.7 x 11.2 x 6.6,
NTE1209MC,NTE1209MC,0.500 x 0.441 x 0.260,12.7 x 11.2 x 6.6,
NTE1209MC-R,NTE1209MC-R,0.500 x 0.441 x 0.260,12.7 x 11.2 x 6.6,
NTE1212MC,NTE1212MC,0.500 x 0.441 x 0.260,12.7 x 11.2 x 6.6,
NTE1212MC-R,NTE1212MC-R,0.500 x 0.441 x 0.260,12.7 x 11.2 x 6.6,
NTE1215MC,NTE1215MC,0.500 x 0.441 x 0.260,12.7 x 11.2 x 6.6,
NTE1215MC-R,NTE1215MC-R,0.500 x 0.441 x 0.260,12.7 x 11.2 x 6.6,
MEE3S0505SC,MEE3S0505SC,0.557 x 0.321 x 0.400,14.15 x 8.15 x 10.15,
MEE3S0509SC,MEE3S0509SC,0.557 x 0.321 x 0.400,14.15 x 8.15 x 10.15,
MEE3S0512SC,MEE3S0512SC,0.557 x 0.321 x 0.400,14.15 x 8.15 x 10.15,
MEE3S0515SC,MEE3S0515SC,0.557 x 0.321 x 0.400,14.15 x 8.15 x 10.15,
MEE3S1205SC,MEE3S1205SC,0.557 x 0.321 x 0.400,14.15 x 8.15 x 10.15,
MEE3S1209SC,MEE3S1209SC,0.557 x 0.321 x 0.400,14.15 x 8.15 x 10.15,
MEE3S1212SC,MEE3S1212SC,0.557 x 0.321 x 0.400,14.15 x 8.15 x 10.15,
MEE3S1215SC,MEE3S1215SC,0.557 x 0.321 x 0.400,14.15 x 8.15 x 10.15,
MTC1S1203MC,MTC1S1203MC,0.560 x 0.590 x 0.442,14.22 x 14.99 x 11.23,
MTC1S1205MC,MTC1S1205MC,0.560 x 0.590 x 0.442,14.22 x 14.99 x 11.23,
MTC1S1212MC,MTC1S1212MC,0.560 x 0.590 x 0.442,14.22 x 14.99 x 11.23,
MTC1S2403MC,MTC1S2403MC,0.560 x 0.590 x 0.442,14.22 x 14.99 x 11.23,
MTC1S2405MC,MTC1S2405MC,0.560 x 0.590 x 0.442,14.22 x 14.99 x 11.23,
MTC1S2412MC,MTC1S2412MC,0.560 x 0.590 x 0.442,14.22 x 14.99 x 11.23,
MTC2S1203MC,MTC2S1203MC,0.560 x 0.590 x 0.443,14.22 x 14.99 x 11.25,
MTC2S1205MC,MTC2S1205MC,0.560 x 0.590 x 0.443,14.22 x 14.99 x 11.25,
MTC2S1212MC,MTC2S1212MC,0.560 x 0.590 x 0.443,14.22 x 14.99 x 11.25,
MTC2S2403MC,MTC2S2403MC,0.560 x 0.590 x 0.443,14.22 x 14.99 x 11.25,
MTC2S2405MC,MTC2S2405MC,0.560 x 0.590 x 0.443,14.22 x 14.99 x 11.25,
MTC2S2412MC,MTC2S2412MC,0.560 x 0.590 x 0.443,14.22 x 14.99 x 11.25,
NXJ2S0505MC,NXJ2S0505MC,0.570 x 0.630 x 0.174,14.48 x 16.00 x 4.41,
NXJ2S1212MC,NXJ2S1212MC,0.570 x 0.630 x 0.174,14.48 x 16.00 x 4.41,
NXJ2S1215MC,NXJ2S1215MC,0.570 x 0.630 x 0.174,14.48 x 16.00 x 4.41,
NXJ2S2405MC,NXJ2S2405MC,0.570 x 0.630 x 0.174,14.48 x 16.00 x 4.41,
NXJ2S2415MC,NXJ2S2415MC,0.570 x 0.630 x 0.174,14.48 x 16.00 x 4.41,
MGJ1D051505MPC,MGJ1D051505MPC,0.590 x 0.785 x 0.174,14.99 x 19.94 x 4.41,
MGJ1D051510MPC,MGJ1D051510MPC,0.590 x 0.785 x 0.174,14.99 x 19.94 x 4.41,
MGJ1D051905MPC,MGJ1D051905MPC,0.590 x 0.785 x 0.174,14.99 x 19.94 x 4.41,
MGJ1D121505MPC,MGJ1D121505MPC,0.590 x 0.785 x 0.174,14.99 x 19.94 x 4.41,
MGJ1D121509MPC,MGJ1D121509MPC,0.590 x 0.785 x 0.174,14.99 x 19.94 x 4.41,
MGJ1D121905MPC,MGJ1D121905MPC,0.590 x 0.785 x 0.174,14.99 x 19.94 x 4.41,
MGJ1D241505MPC,MGJ1D241505MPC,0.590 x 0.785 x 0.174,14.99 x 19.94 x 4.41,
MGJ1D241509MPC,MGJ1D241509MPC,0.590 x 0.785 x 0.174,14.99 x 19.94 x 4.41,
MGJ1D241905MPC,MGJ1D241905MPC,0.590 x 0.785 x 0.174,14.99 x 19.94 x 4.41,
MGJ1D151505MPC,MGJ1D151505MPC,0.590 x 0.785 x 0.174,14.99 x 19.94 x 4.41,
MGJ1D151509MPC,MGJ1D151509MPC,0.590 x 0.785 x 0.174,14.99 x 19.94 x 4.41,
MGJ1D151905MPC,MGJ1D151905MPC,0.590 x 0.785 x 0.174,14.99 x 19.94 x 4.41,
NXF1S0303MC,NXF1S0303MC,0.600 x 0.420 x 0.174,15.24 x 10.67 x 4.41,
NXF1S0305MC,NXF1S0305MC,0.600 x 0.420 x 0.174,15.24 x 10.67 x 4.66,
NXF1S0505MC,NXF1S0505MC,0.600 x 0.420 x 0.174,15.24 x 10.67 x 4.66,
NTA0503MC,NTA0503MC,0.600 x 0.441 x 0.260,15.24 x 11.20 x 6.60,
NTA0503MC-R,NTA0503MC-R,0.600 x 0.441 x 0.260,15.24 x 11.20 x 6.60,
NTA0303MC,NTA0303MC,0.600 x 0.441 x 0.260,15.24 x 11.20 x 6.60,
NTA0303MC-R,NTA0303MC-R,0.600 x 0.441 x 0.260,15.24 x 11.20 x 6.60,
NTA0305MC,NTA0305MC,0.600 x 0.441 x 0.260,15.24 x 11.20 x 6.60,
NTA0305MC-R,NTA0305MC-R,0.600 x 0.441 x 0.260,15.24 x 11.20 x 6.60,
NTA0309MC,NTA0309MC,0.600 x 0.441 x 0.260,15.24 x 11.20 x 6.60,
NTA0309MC-R,NTA0309MC-R,0.600 x 0.441 x 0.260,15.24 x 11.20 x 6.60,
NTA0312MC,NTA0312MC,0.600 x 0.441 x 0.260,15.24 x 11.20 x 6.60,
NTA0312MC-R,NTA0312MC-R,0.600 x 0.441 x 0.260,15.24 x 11.20 x 6.60,
NTA0315MC,NTA0315MC,0.600 x 0.441 x 0.260,15.24 x 11.20 x 6.60,
NTA0315MC-R,NTA0315MC-R,0.600 x 0.441 x 0.260,15.24 x 11.20 x 6.60,
NTA0505MC,NTA0505MC,0.600 x 0.441 x 0.260,15.24 x 11.20 x 6.60,
NTA0505MC-R,NTA0505MC-R,0.600 x 0.441 x 0.260,15.24 x 11.20 x 6.60,
NTA0505MEC,NTA0505MEC,0.600 x 0.441 x 0.260,15.24 x 11.20 x 6.60,
NTA0505MEC-R,NTA0505MEC-R,0.600 x 0.441 x 0.260,15.24 x 11.20 x 6.60,
NTA0509MC,NTA0509MC,0.600 x 0.441 x 0.260,15.24 x 11.20 x 6.60,
NTA0509MC-R,NTA0509MC-R,0.600 x 0.441 x 0.260,15.24 x 11.20 x 6.60,
NTA0512MC,NTA0512MC,0.600 x 0.441 x 0.260,15.24 x 11.20 x 6.60,
NTA0512MC-R,NTA0512MC-R,0.600 x 0.441 x 0.260,15.24 x 11.20 x 6.60,
NTA0515MC,NTA0515MC,0.600 x 0.441 x 0.260,15.24 x 11.20 x 6.60,
NTA0515MC-R,NTA0515MC-R,0.600 x 0.441 x 0.260,15.24 x 11.20 x 6.60,
NTA1205MC,NTA1205MC,0.600 x 0.441 x 0.260,15.24 x 11.20 x 6.60,
NTA1205MC-R,NTA1205MC-R,0.600 x 0.441 x 0.260,15.24 x 11.20 x 6.60,
NTA1209MC,NTA1209MC,0.600 x 0.441 x 0.260,15.24 x 11.20 x 6.60,
NTA1209MC-R,NTA1209MC-R,0.600 x 0.441 x 0.260,15.24 x 11.20 x 6.60,
NTA1212MC,NTA1212MC,0.600 x 0.441 x 0.260,15.24 x 11.20 x 6.60,
NTA1212MC-R,NTA1212MC-R,0.600 x 0.441 x 0.260,15.24 x 11.20 x 6.60,
NTA1215MC,NTA1215MC,0.600 x 0.441 x 0.260,15.24 x 11.20 x 6.60,
NTA1215MC-R,NTA1215MC-R,0.600 x 0.441 x 0.260,15.24 x 11.20 x 6.60,
NTV0505MC,NTV0505MC,0.600 x 0.441 x 0.260,15.24 x 11.20 x 6.60,
NTV0505MC-R,NTV0505MC-R,0.600 x 0.441 x 0.260,15.24 x 11.20 x 6.60,
NTV0509MC,NTV0509MC,0.600 x 0.441 x 0.260,15.24 x 11.20 x 6.60,
NTV0509MC-R,NTV0509MC-R,0.600 x 0.441 x 0.260,15.24 x 11.20 x 6.60,
NTV0512MC,NTV0512MC,0.600 x 0.441 x 0.260,15.24 x 11.20 x 6.60,
NTV0512MC-R,NTV0512MC-R,0.600 x 0.441 x 0.260,15.24 x 11.20 x 6.60,
NTV0515MC,NTV0515MC,0.600 x 0.441 x 0.260,15.24 x 11.20 x 6.60,
NTV0515MC-R,NTV0515MC-R,0.600 x 0.441 x 0.260,15.24 x 11.20 x 6.60,
NTV1205MC,NTV1205MC,0.600 x 0.441 x 0.260,15.24 x 11.20 x 6.60,
NTV1205MC-R,NTV1205MC-R,0.600 x 0.441 x 0.260,15.24 x 11.20 x 6.60,
NTV1209MC,NTV1209MC,0.600 x 0.441 x 0.260,15.24 x 11.20 x 6.60,
NTV1209MC-R,NTV1209MC-R,0.600 x 0.441 x 0.260,15.24 x 11.20 x 6.60,
NTV1212MC,NTV1212MC,0.600 x 0.441 x 0.260,15.24 x 11.20 x 6.60,
NTV1212MC-R,NTV1212MC-R,0.600 x 0.441 x 0.260,15.24 x 11.20 x 6.60,
NTV1215MC,NTV1215MC,0.600 x 0.441 x 0.260,15.24 x 11.20 x 6.60,
NTV1215MC-R,NTV1215MC-R,0.600 x 0.441 x 0.260,15.24 x 11.20 x 6.60,
NTH0505MC,NTH0505MC,0.70 x 0.71 x 0.24,17.78 x 17.53 x 6.00,
NTH0505MC-R,NTH0505MC-R,0.70 x 0.71 x 0.24,17.78 x 17.53 x 6.00,
NTH0509MC,NTH0509MC,0.70 x 0.71 x 0.24,17.78 x 17.53 x 6.00,
NTH0509MC-R,NTH0509MC-R,0.70 x 0.71 x 0.24,17.78 x 17.53 x 6.00,
NTH0512MC,NTH0512MC,0.70 x 0.71 x 0.24,17.78 x 17.53 x 6.00,
NTH0512MC-R,NTH0512MC-R,0.70 x 0.71 x 0.24,17.78 x 17.53 x 6.00,
NTH0515MC,NTH0515MC,0.70 x 0.71 x 0.24,17.78 x 17.53 x 6.00,
NTH0515MC-R,NTH0515MC-R,0.70 x 0.71 x 0.24,17.78 x 17.53 x 6.00,
NTH1205MC,NTH1205MC,0.70 x 0.71 x 0.24,17.78 x 17.53 x 6.00,
NTH1205MC-R,NTH1205MC-R,0.70 x 0.71 x 0.24,17.78 x 17.53 x 6.00,
NTH1209MC,NTH1209MC,0.70 x 0.71 x 0.24,17.78 x 17.53 x 6.00,
NTH1209MC-R,NTH1209MC-R,0.70 x 0.71 x 0.24,17.78 x 17.53 x 6.00,
NTH1212MC,NTH1212MC,0.70 x 0.71 x 0.24,17.78 x 17.53 x 6.00,
NTH1212MC-R,NTH1212MC-R,0.70 x 0.71 x 0.24,17.78 x 17.53 x 6.00,
NTH1215MC,NTH1215MC,0.70 x 0.71 x 0.24,17.78 x 17.53 x 6.00,
NTH1215MC-R,NTH1215MC-R,0.70 x 0.71 x 0.24,17.78 x 17.53 x 6.00,
MER1S2405SC,MER1S2405SC,0.744 x 0.242 x 0.400,19.65 x 6.15 x 10.15,
MER1S2409SC,MER1S2409SC,0.744 x 0.242 x 0.400,19.65 x 6.15 x 10.15,
MER1S2412SC,MER1S2412SC,0.744 x 0.242 x 0.400,19.65 x 6.15 x 10.15,
MER1S2415SC,MER1S2415SC,0.744 x 0.242 x 0.400,19.65 x 6.15 x 10.15,
MER1S0509SC,MER1S0509SC,0.744 x 0.242 x 0.400,19.65 x 6.15 x 10.15,
MER1S0512SC,MER1S0512SC,0.744 x 0.242 x 0.400,19.65 x 6.15 x 10.15,
MER1S0515SC,MER1S0515SC,0.744 x 0.242 x 0.400,19.65 x 6.15 x 10.15,
MER1S1205SC,MER1S1205SC,0.744 x 0.242 x 0.400,19.65 x 6.15 x 10.15,
MER1S1209SC,MER1S1209SC,0.744 x 0.242 x 0.400,19.65 x 6.15 x 10.15,
MER1S1212SC,MER1S1212SC,0.744 x 0.242 x 0.400,19.65 x 6.15 x 10.15,
MER1S1215SC,MER1S1215SC,0.744 x 0.242 x 0.400,19.65 x 6.15 x 10.15,
MER1S1505SC,MER1S1505SC,0.744 x 0.242 x 0.400,19.65 x 6.15 x 10.15,
MER1S1509SC,MER1S1509SC,0.744 x 0.242 x 0.400,19.65 x 6.15 x 10.15,
MER1S1512SC,MER1S1512SC,0.744 x 0.242 x 0.400,19.65 x 6.15 x 10.15,
MER1S1515SC,MER1S1515SC,0.744 x 0.242 x 0.400,19.65 x 6.15 x 10.15,
MER1S4805SC,MER1S4805SC,0.744 x 0.242 x 0.400,19.65 x 7.65 x 10.15,
MER1S4809SC,MER1S4809SC,0.744 x 0.242 x 0.400,19.65 x 7.65 x 10.15,
MER1S4812SC,MER1S4812SC,0.744 x 0.242 x 0.400,19.65 x 7.65 x 10.15,
MER1S4815SC,MER1S4815SC,0.744 x 0.242 x 0.400,19.65 x 7.65 x 10.15,
NMV0505SAC,NMV0505SAC,0.768 x 0.236 x 0.394,19.5 x 6.0 x 10.0,
NMV0505SC,NMV0505SC,0.768 x 0.236 x 0.394,19.5 x 6.0 x 10.0,
NMV0509SAC,NMV0509SAC,0.768 x 0.236 x 0.394,19.5 x 6.0 x 10.0,
NMV0509SC,NMV0509SC,0.768 x 0.236 x 0.394,19.5 x 6.0 x 10.0,
NMV0512SAC,NMV0512SAC,0.768 x 0.236 x 0.394,19.5 x 6.0 x 10.0,
NMV0512SC,NMV0512SC,0.768 x 0.236 x 0.394,19.5 x 6.0 x 10.0,
NMV0515SAC,NMV0515SAC,0.768 x 0.236 x 0.394,19.5 x 6.0 x 10.0,
NMV0515SC,NMV0515SC,0.768 x 0.236 x 0.394,19.5 x 6.0 x 10.0,
NMV1205SAC,NMV1205SAC,0.768 x 0.236 x 0.394,19.5 x 6.0 x 10.0,
NMV1205SC,NMV1205SC,0.768 x 0.236 x 0.394,19.5 x 6.0 x 10.0,
NMV1209SAC,NMV1209SAC,0.768 x 0.236 x 0.394,19.5 x 6.0 x 10.0,
NMV1209SC,NMV1209SC,0.768 x 0.236 x 0.394,19.5 x 6.0 x 10.0,
NMV1212SAC,NMV1212SAC,0.768 x 0.236 x 0.394,19.5 x 6.0 x 10.0,
NMV1212SC,NMV1212SC,0.768 x 0.236 x 0.394,19.5 x 9.8 x 6.8,
NMV1215SAC,NMV1215SAC,0.768 x 0.236 x 0.394,19.5 x 6.0 x 10.0,
NMV1215SC,NMV1215SC,0.768 x 0.236 x 0.394,19.5 x 6.0 x 10.0,
NMV1505SAC,NMV1505SAC,0.768 x 0.236 x 0.394,19.5 x 6.0 x 10.0,
NMV1505SC,NMV1505SC,0.768 x 0.236 x 0.394,19.5 x 6.0 x 10.0,
NMV1512SAC,NMV1512SAC,0.768 x 0.236 x 0.394,19.5 x 6.0 x 10.0,
NMV1512SC,NMV1512SC,0.768 x 0.236 x 0.394,19.5 x 6.0 x 10.0,
NMV1515SAC,NMV1515SAC,0.768 x 0.236 x 0.394,19.5 x 6.0 x 10.0,
NMV1515SC,NMV1515SC,0.768 x 0.236 x 0.394,19.5 x 6.0 x 10.0,
NMV0505DAC,NMV0505DAC,0.768 x 0.386 x 0.268,19.5 x 9.8 x 6.8,
NMV0505DC,NMV0505DC,0.768 x 0.386 x 0.268,19.5 x 9.8 x 6.8,
NMV0509DAC,NMV0509DAC,0.768 x 0.386 x 0.268,19.5 x 9.8 x 6.8,
NMV0509DC,NMV0509DC,0.768 x 0.386 x 0.268,19.5 x 9.8 x 6.8,
NMV0512DAC,NMV0512DAC,0.768 x 0.386 x 0.268,19.5 x 9.8 x 6.8,
NMV0512DC,NMV0512DC,0.768 x 0.386 x 0.268,19.5 x 9.8 x 6.8,
NMV0515DAC,NMV0515DAC,0.768 x 0.386 x 0.268,19.5 x 9.8 x 6.8,
NMV0515DC,NMV0515DC,0.768 x 0.386 x 0.268,19.5 x 9.8 x 6.8,
NMV1205DAC,NMV1205DAC,0.768 x 0.386 x 0.268,19.5 x 9.8 x 6.8,
NMV1205DC,NMV1205DC,0.768 x 0.386 x 0.268,19.5 x 9.8 x 6.8,
NMV1209DAC,NMV1209DAC,0.768 x 0.386 x 0.268,19.5 x 9.8 x 6.8,
NMV1209DC,NMV1209DC,0.768 x 0.386 x 0.268,19.5 x 9.8 x 6.8,
NMV1212DAC,NMV1212DAC,0.768 x 0.386 x 0.268,19.5 x 9.8 x 6.8,
NMV1212DC,NMV1212DC,0.768 x 0.386 x 0.268,19.5 x 9.8 x 6.8,
NMV1215DAC,NMV1215DAC,0.768 x 0.386 x 0.268,19.5 x 9.8 x 6.8,
NMV1215DC,NMV1215DC,0.768 x 0.386 x 0.268,19.5 x 9.8 x 6.8,
MEJ2S0303SC,MEJ2S0303SC,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,
MEJ2S0305SC,MEJ2S0305SC,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,
MEJ2S0503SC,MEJ2S0503SC,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,
MEJ2S0505SC,MEJ2S0505SC,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,
MEJ2S0509SC,MEJ2S0509SC,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,
MEJ2S0512SC,MEJ2S0512SC,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,
MEJ2S0515SC,MEJ2S0515SC,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,
MEJ2S1203SC,MEJ2S1203SC,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,
MEJ2S1205SC,MEJ2S1205SC,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,
MEJ2S1209SC,MEJ2S1209SC,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,
MEJ2S1212SC,MEJ2S1212SC,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,
MEJ2S1215SC,MEJ2S1215SC,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,
MEJ2S1505SC,MEJ2S1505SC,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,
MEJ2S1509SC,MEJ2S1509SC,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,
MEJ2S1512SC,MEJ2S1512SC,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,
MEJ2S1515SC,MEJ2S1515SC,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,
MEJ2D0503SC,MEJ2D0503SC,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,
MEJ2D0505SC,MEJ2D0505SC,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,
MEJ2D0509SC,MEJ2D0509SC,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,
MEJ2D0512SC,MEJ2D0512SC,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,
MEJ2D0515SC,MEJ2D0515SC,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,
MEJ2D1203SC,MEJ2D1203SC,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,
MEJ2D1205SC,MEJ2D1205SC,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,
MEJ2D1209SC,MEJ2D1209SC,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,
MEJ2D1212SC,MEJ2D1212SC,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,
MEJ2D1215SC,MEJ2D1215SC,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,
MEJ2D1505SC,MEJ2D1505SC,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,
MEJ2D1509SC,MEJ2D1509SC,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,
MEJ2D1512SC,MEJ2D1512SC,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,
MEJ2D1515SC,MEJ2D1515SC,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,
MGJ2D242005SC,MGJ2D242005SC,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,
