additional_images,allow_backorders,attribute_set_code,base_image,categories,created_at,data_sheet,description,design_origin,dimension,dimensions_mm,display_product_options_in,efficiency,enable_googlecheckout,enable_qty_increments,form_factor,gift_message_available,i1out,is_decimal_divided,is_imported,is_in_stock,is_qty_decimal,is_recurring,isolation_vdc,location,manage_stock,max_cart_qty,meta_description,meta_keywords,meta_title,min_cart_qty,mounting_type,name,notify_on_stock_below,operating_temperature_range,out_of_stock_qty,output_power_total_w,package_style,page_layout,price,product_online,product_status,product_type,product_websites,qty,qty_increments,ripple_noise,rohs_6,rohs_exc_11,rohs_exc_34,rohs_exc_6a,rohs_exc_6c,rohs_exc_7a,rohs_exc_7b,rohs_exc_7c1,rohs_exc_7c2,rohs_exc_7c3,rohs_exc_8,series,series_description,series_headline,short_description,sku,small_image,swatch_image,tax_class_name,thumbnail_image,total_output_power_w,updated_at,url_key,use_config_backorders,use_config_enable_qty_inc,use_config_manage_stock,use_config_max_sale_qty,use_config_min_qty,use_config_min_sale_qty,use_config_notify_stock_qty,use_config_qty_increments,v1out_vdc,v1out_vdc_number,vin_nominal,vin_range,visibility,website_id
mybsp0122babft.jpg,0,DC/DC Converters1,mybsp0122babft.jpg,Default Category/Power Products/DC-DC Converters/Isolated,"4/1/19, 11:29 AM",/data/power/MYBSP0122BABFT.pdf,"<p>MYBSP0122BABFT is isolated DC-DC converter for PoE with PD controller for at, Adapter-Oring function and Type-2-indicator function. It has got 12V/2.125A(25.5W) output, 37V to 57V input voltage range.</p>",Murata,0.882 x 1.40 x 0.415,22.4 x 35.5 x 10.55,Block after Info Column,92.5,Yes,0,SMD,No,2.125,0,Yes,1,0,Yes,2250,F200,1,10000,"MYBSP0122BABFT MYBSP0122BABFT is isolated DC-DC converter for PoE with PD controller for at, Adapter-Oring function and Type-2-indicator function. It has got 12V/2.125A(25.5W) output, 37V to 57V input voltage range.",MYBSP0122BABFT,MYBSP0122BABFT,1,SMD,MYBSP0122BABFT,1,-40 to 85,0,25.5,SMD,2 columns with left bar,0.01,1,Recommended In Production,simple,"power,murataps",999,1,150,Yes,No,No,No,No,Yes,No,Yes,No,No,No,MYBSP,"<p>MYBSP series is an isolated DC-DC converter for PoE with PD controller that has got IEEE 802.3xx. It has got small, low profile and surface mount type.</p>",MYBSP series is isolated DC-DC converter for PoE,"<p>MYBSP0122BABFT is isolated DC-DC converter for PoE with PD controller for at, Adapter-Oring function and Type-2-indicator function. It has got 12V/2.125A(25.5W) output, 37V to 57V input voltage range.</p>",MYBSP0122BABFT,mybsp0122babft.jpg,mybsp0122babft.jpg,Taxable Goods,mybsp0122babft.jpg,25.5,"4/2/19, 11:20 AM",mybsp0122babft,1,1,1,1,1,1,1,1,12,12,48,37 to 57,"Catalog, Search",0
mybsp0055aabft.jpg,0,DC/DC Converters1,mybsp0055aabft.jpg,Default Category/Power Products/DC-DC Converters/Isolated,"4/2/19, 10:55 AM",/data/power/MYBSP0055AABFT.pdf,"<p>MYBSP0055AABFT is isolated DC-DC converter for PoE with PD controller for at, Adapter-Oring function and Type-2-indicator function. It has got 5V/5.1A(25.5W) output, 37V to 57V input voltage range.</p>",Murata,0.882 x 1.40 x 0.415,22.4 x 35.5 x 10.55,Block after Info Column,90.5,Yes,0,SMD,No,5.1,0,Yes,1,0,Yes,2250,F200,1,10000,"MYBSP0122BABFT MYBSP0122BABFT is isolated DC-DC converter for PoE with PD controller for at, Adapter-Oring function and Type-2-indicator function. It has got 12V/2.125A(25.5W) output, 37V to 57V input voltage range.",MYBSP0122BABFT,MYBSP0122BABFT,1,SMD,MYBSP0055AABFT,1,-40 to 85,0,25.5,SMD,2 columns with left bar,0.01,1,Recommended In Production,simple,"power,murataps",999,1,150,Yes,No,No,No,No,Yes,No,Yes,No,No,No,MYBSP,"<p>MYBSP series is an isolated DC-DC converter for PoE with PD controller that has got IEEE 802.3xx. It has got small, low profile and surface mount type.</p>",MYBSP series is isolated DC-DC converter for PoE,"<p>MYBSP0055AABFT is isolated DC-DC converter for PoE with PD controller for at, Adapter-Oring function and Type-2-indicator function. It has got 5V/5.1A(25.5W) output, 37V to 57V input voltage range.</p>",MYBSP0055AABFT,mybsp0055aabft.jpg,mybsp0055aabft.jpg,Taxable Goods,mybsp0055aabft.jpg,25.5,"4/2/19, 11:05 AM",mybsp0055aabft,1,1,1,1,1,1,1,1,5,5,48,37 to 57,"Catalog, Search",0
