sku,name,url_key
series_NMK,NMK,series-nmk-1
series_NML,NML,series-nml
series_NMPD01,NMPD01,series-nmpd01
series_NMR,NMR,series-nmr
series_NMS,NMS,series-nms
series_NMT,NMT,series-nmt
series_NMTTL,NMTTL,series-nmttl
series_NMUSB2022PMC,NMUSB2022PMC,series-nmusb2022pmc-series
series_NMUSBEVAL,NMUSBEVAL,series-nmusbeval
series_NMV_2,NMV,series-nmv
series_NMV_3,NMV,series-nmv-1
series_NMV2,NMV2,series-nmv2
series_NMV_4,NMV,series-nmv-2
series_NMV,NMV,series-nmv-3
series_NMXSO,NMXSO,series-nmxso
series_NMXU,NMXU,series-nmxu
series_NNL,NNL,series-nnl
series_NNL05,NNL05,series-nnl05
series_NNL10,NNL10,series-nnl10
series_NPH10S_2,NPH10S,series-nph10s
series_NPH10S,NPH10S,series-nph10s-1
series_NPH15S_2,NPH15S,series-nph15s
series_NPH15S,NPH15S,series-nph15s-1
series_NPH25S,NPH25S,series-nph25s
series_NPX,NPX,series-npx
series_NPX20S,NPX20S,series-npx20s
series_NTA,NTA,series-nta
series_NTE,NTE,series-nte
series_NTF,NTF,series-ntf
series_NTH,NTH,series-nth
series_NTV,NTV,series-ntv
series_NX301,NX301,series-nx301-1
series_NX350,NX350,series-nx350-1
series_NXE1,NXE1,series-nxe1
series_NXE2,NXE2,series-nxe2
series_NXF1,NXF1,series-nxf1
series_NXJ1,NXJ1,series-nxj1
series_OKDx-T/12,OKDH-T/12,series-okdh-t-12
series_OKDH-T/120,OKDH-T/120,series-okdh-t-120
"series_OKDH-T/20, T/25","OKDH-T/20, T/25",series-okdh-t-20-t-25
series_OKDH-T/40 T/50,OKDH-T/40 T/50,series-okdh-t-40-t-50
series_OKDH-T/90,OKDH-T/90,series-okdh-t-90
series_OKDL-T-12-W12-xxx-C,OKDL-T/12-W12-xxx-C,series-okdl-t-12-w12-xxx-c
series_OKDL-T-18-W12-xxx-C,OKDL-T/18-W12-xxx-C,series-okdl-t-18-w12-xxx-c
series_OKDL-T/60,OKDL-T/60,series-okdl-t-60
series_OKDL-T-60-W12-xxx-C,OKDL-T/60-W12-xxx-C,series-okdl-t-60-w12-xxx-c
"series_OKDL-T/6, T/12, T/18","OKDL-T/6, T/12, T/18",series-okdl-t-6-t-12-t-18
series_OKDL-T-6-W12-xxx-C,OKDL-T/6-W12-xxx-C,series-okdl-t-6-w12-xxx-c
series_OKDx-T/12_2,OKDX-T/12,series-okdx-t-12
series_OKDX-T/120,OKDX-T/120,series-okdx-t-120
series_OKDx-T/12-W12-001-C,OKDx-T/12-W12-001-C,series-okdx-t-12-w12-001-c-1
"series_OKDX-T/20, T/25","OKDX-T/20, T/25",series-okdx-t-20-t-25
series_OKDx-T-20-W12,OKDx-T/20-W12,series-okdx-t-20-w12
series_OKDx-T-25-W12,OKDx-T/25-W12,series-okdx-t-25-w12
series_OKDX-T/40 T/50,OKDX-T/40 T/50,series-okdx-t-40-t-50
series_OKDx-T-40-W12,OKDx-T/40-W12,series-okdx-t-40-w12
series_OKDx-T-50-W12,OKDx-T/50-W12,series-okdx-t-50-w12
series_OKDX-T/90,OKDX-T/90,series-okdx-t-90
series_OKDx-T/12_2_3,OKDY-T/12,series-okdy-t-12
series_OKDY-T/120,OKDY-T/120,series-okdy-t-120
"series_OKDY-T/20, T/25","OKDY-T/20, T/25",series-okdy-t-20-t-25
series_OKDY-T/40 T/50,OKDY-T/40 T/50,series-okdy-t-40-t-50
series_OKDY-T/90,OKDY-T/90,series-okdy-t-90
series_OKI-78SR_2,OKI-78SR,series-oki-78sr
series_OKI-78SR,OKI-78SR,series-oki-78sr-1
series_OKI-78SR-E,OKI-78SR-E,series-oki-78sr-e
series_OKI-78SR-E_2,OKI-78SR-E,series-oki-78sr-e-2
series_OKI-T/36W-W40,OKI-T/36W-W40,series-oki-t-36w-w40
series_OKI-T/3-W32,OKI-T/3-W32,series-oki-t-3-w32
series_OKI-T/3-W40,OKI-T/3-W40,series-oki-t-3-w40
series_OKL2-T12-W12,OKL2-T12-W12,series-okl2-t12-w12
series_OKL2-T12-W5,OKL2-T12-W5,series-okl2-t12-w5
series_OKL2-T20-W12,OKL2-T20-W12,series-okl2-t20-w12
series_OKL2-T20-W5,OKL2-T20-W5,series-okl2-t20-w5
series_OKLF-T25-W12,OKLF-T25-W12,series-oklf-t25-w12
series_OKLP-X25-W12-C,OKLP-X25-W12-C,series-oklp-x25-w12-c
series_OKLP-X35-W12-C,OKLP-X35-W12-C,series-oklp-x35-w12-c
series_OKLP-X60-W12A,OKLP-X60-W12A,series-oklp-x60-w12a
series_OKLP-X60-W12A-C,OKLP-X60-W12A-C,series-oklp-x60-w12a-c
series_OKL-T/1-W12,OKL-T/1-W12,series-okl-t-1-w12
series_OKL-T/3-W12,OKL-T/3-W12,series-okl-t-3-w12
series_OKL-T/3-W5,OKL-T/3-W5,series-okl-t-3-w5
series_OKL-T/6-W12,OKL-T/6-W12,series-okl-t-6-w12
series_OKL-T/6-W5,OKL-T/6-W5,series-okl-t-6-w5
series_OKR,OKR,series-okr
series_OKR-T/10-W12,OKR-T/10-W12,series-okr-t-10-w12
series_OKR-T/1.5-W12,OKR-T/1.5-W12,series-okr-t-1-5-w12
series_OKR-T/20-W12,OKR-T/20-W12,series-okr-t-20-w12
series_OKR-T/30-W12,OKR-T/30-W12,series-okr-t-30-w12
series_OKR-T/3-W12,OKR-T/3-W12,series-okr-t-3-w12
series_OKR-T/50-W12,OKR-T/50-W12,series-okr-t-50-w12
series_OKR-T/6-W12,OKR-T/6-W12,series-okr-t-6-w12
series_OKS,OKS,series-oks
series_OKX,OKX,series-okx
"series_OKX-T/10,T/16-D12","OKX-T/10,T/16-D12",series-okx-t-10-t-16-d12
"series_OKX-T/10,T/16-W5","OKX-T/10,T/16-W5",series-okx-t-10-t-16-w5
series_OKX-T/3-D12,OKX-T/3-D12,series-okx-t-3-d12
series_OKX-T/3-W5,OKX-T/3-W5,series-okx-t-3-w5
series_OKX-T/5-D12,OKX-T/5-D12,series-okx-t-5-d12
series_OKX-T/5-W5,OKX-T/5-W5,series-okx-t-5-w5
series_OKY,OKY,series-oky
series_OKY2-T-60,OKY2-T/60,series-oky2-t-60
"series_OKY-T/10,T/16-D12","OKY-T/10,T/16-D12",series-oky-t-10-t-16-d12
"series_OKY-T/10,T/16-W5","OKY-T/10,T/16-W5",series-oky-t-10-t-16-w5
"series_OKY-T/3,T/5-D12","OKY-T/3,T/5-D12",series-oky-t-3-t-5-d12
"series_OKY-T/3,T/5-W5","OKY-T/3,T/5-W5",series-oky-t-3-t-5-w5
series_PAE_2,PAE,series-pae
series_PAE_3,PAE,series-pae-1
series_PAE,PAE,series-pae-2
series_PAH,PAH,series-pah
series_PAH-28Vout350W,PAH-28Vout350W,series-pah-28vout350w
series_PAH-28Vout450W,PAH-28Vout450W,series-pah-28vout450w
series_PAH-48Vout450W,PAH-48Vout450W,series-pah-48vout450w
series_PAH-53Vout450W,PAH-53Vout450W,series-pah-53vout450w
series_PAQ,PAQ,series-paq
series_PAQ_2,PAQ,series-paq_2
series_PCI500-4A,PCI500-4A,series-pci500-4a
series_PCI500-4D,PCI500-4D,series-pci500-4d
series_PF600,PF600,series-pf600
series_PQC250,PQC250,series-pqc250
series_PWR11XXC,PWR11XXC,series-pwr11xxc
series_PWR12XXC,PWR12XXC,series-pwr12xxc
series_PWR13xxC,PWR13xxC,series-pwr13xxc
series_PWR1546AC,PWR1546AC,series-pwr1546ac-1
series_PWR1726A,PWR1726A,series-pwr1726a-1
series_PWR40xxC,PWR40xxC,series-pwr40xxc
series_PWR5105C,PWR5105C,series-pwr5105c-1
series_PWR59XXC,PWR59XXC,series-pwr59xxc
series_PWR60XX,PWR60XX,series-pwr60xx
series_PWR70,PWR70,series-pwr70-1
series_PWR70C,PWR70C,series-pwr70c-2
series_PWR70XXaC,PWR70XXaC,series-pwr70xxac
series_PWR72,PWR72,series-pwr72-1
series_PX400-402,PX400/402,series-px400-403
series_PX401-403,PX401/403,series-px401-404
series_PX500,PX500,series-px500
series_QHS12-120,QHS12-120,series-qhs12-120
series_QHS35-033,QHS35-033,series-qhs35-033
series_QHS40-025,QHS40-025,series-qhs40-025
series_QHS50-015,QHS50-015,series-qhs50-015
series_QHS50-018,QHS50-018,series-qhs50-018
series_QHS55-012,QHS55-012,series-qhs55-012
series_RangeChangeKit,Range Change Kit,series-range-change-kit
series_RBC,RBC,series-rbc
series_RBC-12/17-D48,RBC-12/17-D48,series-rbc-12-17-d48
series_RBE,RBE,series-rbe
series_RBE-12/20-D48_2,RBE-12/20-D48,series-rbe-12-20-d48
series_RBE-12/20-D48,RBE-12/20-D48,series-rbe-12-20-d48-1
series_RBQ,RBQ,series-rbq
series_RBQ-12/33-D48_2,RBQ-12/33-D48,series-rbq-12-33-d48
series_RBQ-12/33-D48,RBQ-12/33-D48,series-rbq-12-33-d48-1
series_RBQ-12-33-D48NB-C,RBQ-12/33-D48NB-C,series-rbq-12-33-d48nb-c-1
series_RBS,RBS,series-rbs
series_RM24150,RM24150,series-rm24150
series_RM4830,RM4830,series-rm4830
series_RM4850,RM4850,series-rm4850
series_RM487-5,RM487.5,series-rm487-5
series_RUW15,RUW15,series-ruw15
series_RUW15HC,RUW15HC,series-ruw15hc
series_S016-12,S016-12,series-s016-12
series_S020-12,S020-12,series-s020-12
series_S101,S101,series-s101
series_S111,S111,series-s111
series_S151,S151,series-s151
series_S1U-3X,S1U-3X,series-s1u-3x
series_SBST,SBST,series-sbst
series_SBST-03200500-0B,SBST-03200500-0B,series-sbst-03200500-0b-1
series_SLC100,SLC100,series-slc100
series_SPC,SPC,series-spc
series_SPM,SPM,series-spm
series_SPM15,SPM15,series-spm15
series_SPM25,SPM25,series-spm25
series_SuperSIP,SuperSIP,series-supersip
series_SX400,SX400,series-sx400-1
series_SX500,SX500,series-sx500-1
series_TMP-25-40W,"TMP, 25-40W",series-tmp-25-40w
series_TPB-25-40W,"TPB, 25-40W",series-tpb-25-40w
series_TWR,TWR,series-twr
series_TWR-12-15W,"TWR, 12-15W",series-twr-12-15w
series_TWR-20W,"TWR, 20W",series-twr-20w
series_TWR-22W,"TWR, 22W",series-twr-22w
series_TWR-30W,"TWR, 30W",series-twr-30w
series_TWR-8-11W,"TWR, 8-11W",series-twr-8-11w
series_TX1000,TX1000,series-tx1000
series_TXD2000,TXD2000,series-txd2000
series_UBQ,UBQ,series-ubq
series_UCE,UCE,series-uce
series_UCH,UCH,series-uch
series_UCP-40-75W,"UCP, 40-75W",series-ucp-40-75w
series_UCQ,UCQ,series-ucq
series_UCR,UCR,series-ucr
series_UCR100,UCR100,series-ucr100
series_UDQ_2,UDQ,series-udq
series_UDQ,UDQ,series-udq-1
series_UDQ2204-001,UDQ2204/001,series-udq2204-2
series_UEE,UEE,series-uee
series_UEE-12/12.5(150W)_2,UEE-12/12.5(150W),series-uee-12-12-5-150w
series_UEE-12/12.5(150W)_3,UEE-12/12.5(150W),series-uee-12-12-5-150w-1
series_UEE-12/12.5(150W),UEE-12/12.5(150W),series-uee-12-12-5-150w-2
series_UEE150W,UEE150W,series-uee150w
series_UEE3.3/30(100W)_2,UEE3.3/30(100W),series-uee3-3-30-100w
series_UEE3.3/30(100W),UEE3.3/30(100W),series-uee3-3-30-100w-1
series_UEE-5/30(150W)_2,UEE-5/30(150W),series-uee-5-30-150w
series_UEE-5/30(150W),UEE-5/30(150W),series-uee-5-30-150w-1
series_UEE-5/30(150W)_3,UEE-5/30(150W),series-uee-5-30-150w-2
series_UEI,UEI,series-uei
series_UEI15_2,UEI15,series-uei15
series_UEI15,UEI15,series-uei15-1
series_UEI25_2,UEI25,series-uei25
series_UEI25,UEI25,series-uei25-1
series_UEI30,UEI30,series-uei30
series_UEI50-60W,UEI50-60W,series-uei50-60w
series_UEP,UEP,series-uep
series_UHE,UHE,series-uhe
series_UHP,UHP,series-uhp
series_UHP-12-21-D48,UHP-12/21-D48,series-uhp-12-21-d48
series_UHP-28-2-12-D48,UHP-28.2/12-D48,series-uhp-28-2-12-d48
series_UHR16-20W,UHR16-20W,series-uhr16-20w
series_ULE,ULE,series-ule
series_ULE-53/1.1-D48,ULE-53/1.1-D48,series-ule-53-1-1-d48
series_ULQ,ULQ,series-ulq
series_ULS,ULS,series-uls
series_ULS-100W_2,ULS-100W,series-uls-100w
series_ULS-100W,ULS-100W,series-uls-100w-1
series_ULS-30W_2,ULS-30W,series-uls-30w
series_ULS-30W,ULS-30W,series-uls-30w-1
series_ULS-3.3/8-D48xx_2,ULS-3.3/8-D48xx,series-uls-3-3-8-d48xx
series_ULS-3.3/8-D48xx,ULS-3.3/8-D48xx,series-uls-3-3-8-d48xx-1
series_ULS-60W_2,ULS-60W,series-uls-60w
series_ULS-60W,ULS-60W,series-uls-60w-1
series_ULT_2,ULT,series-ult
series_ULT,ULT,series-ult-1
series_UMP-25-40W,"UMP, 25-40W",series-ump-25-40w
series_UNR-15-25W,"UNR, 15-25W",series-unr-15-25w
series_UNR-18-33W,"UNR, 18-33W",series-unr-18-33w
series_UNR-25-50W,"UNR, 25-50W",series-unr-25-50w
series_UNR-30-40W,"UNR, 30-40W",series-unr-30-40w
series_UNR-30-66W,"UNR, 30-66W",series-unr-30-66w
series_UNR-3-6-10W,"UNR, 3.6-10W",series-unr-3-6-10w
series_UNR-8-40W,"UNR, 8-40W",series-unr-8-40w
series_UNS-10-15W,"UNS, 10/15W",series-uns-10-15w
series_UPB-25-40W,"UPB, 25-40W",series-upb-25-40w
series_USND5,USND5,series-usnd5
series_USQ-20A,"USQ, 20A",series-usq-20a
series_USQ-30A,"USQ, 30A",series-usq-30a
series_USQ-40A,"USQ, 40A",series-usq-40a
series_UST,UST,series-ust
series_UST-3W,"UST, 3W",series-ust-3w
series_UVQ_2,UVQ,series-uvq
series_UVQ,UVQ,series-uvq-1
series_UVQ-48/2.5-D24_2,UVQ-48/2.5-D24,series-uvq-48-2-5-d24
series_UVQ-48/2.5-D24,UVQ-48/2.5-D24,series-uvq-48-2-5-d24-1
series_UWE,UWE,series-uwe
series_UWE-100-120W,UWE-100-120W,series-uwe-100-120w
series_UWE-100W_2,UWE-100W,series-uwe-100w
series_UWE-100W,UWE-100W,series-uwe-100w-1
series_UWE-120W_2,UWE-120W,series-uwe-120w
series_UWE-120W,UWE-120W,series-uwe-120w-1
series_UWE-75W_2,UWE-75W,series-uwe-75w
series_UWE-75W,UWE-75W,series-uwe-75w-1
series_UWP-3W,"UWP, 3W",series-uwp-3w
series_UWQ,UWQ,series-uwq
series_UWQ-12/17-Q48_2,UWQ-12/17-Q48,series-uwq-12-17-q48
series_UWQ-12/17-Q48,UWQ-12/17-Q48,series-uwq-12-17-q48-1
series_UWQ-12/17-Q48T_2,UWQ-12/17-Q48T,series-uwq-12-17-q48t
series_UWQ-12/17-Q48T,UWQ-12/17-Q48T,series-uwq-12-17-q48t-1
series_UWQ-12/20-T48_2,UWQ-12/20-T48,series-uwq-12-20-t48
series_UWQ-12/20-T48,UWQ-12/20-T48,series-uwq-12-20-t48-1
series_UWQ-12/20-T48(trimandsense)_2,UWQ-12/20-T48(trimandsense),series-uwq-12-20-t48-trimandsense
series_UWQ-12/20-T48(trimandsense),UWQ-12/20-T48(trimandsense),series-uwq-12-20-t48-trimandsense-1
series_UWR,UWR,series-uwr
series_UWR-14-20W,"UWR, 14-20W",series-uwr-14-20w
series_UWR26-40W,UWR26-40W,series-uwr26-40w
series_UWR-3W,"UWR, 3W",series-uwr-3w
series_UWR-5W,"UWR, 5W",series-uwr-5w
series_UWR-6-10W,"UWR, 6-10W",series-uwr-6-10w
series_UWR-7-15W,"UWR, 7-15W",series-uwr-7-15w
series_UWR-96-100-D48A-C,UWR-96/100-D48A-C,series-uwr-96-100-d48a-c-1
series_UWS_2,UWS,series-uws
series_UWS,UWS,series-uws-1
series_VCN55-025V,VCN55-025V,series-vcn55-025v
series_VCN60-025,VCN60-025,series-vcn60-025
series_VCN60-70,VCN60/70,series-vcn60-70
series_VCN75-018V,VCN75-018V,series-vcn75-018v
series_VKA100,VKA100,series-vka100
series_VKA150MS24-205C,VKA150MS24-205C,series-vka150ms24-205c
series_VKA50xSC,VKA50xSC,series-vka50xsc
series_VKA60xSC,VKA60xSC,series-vka60xsc
series_VKA75xSC,VKA75xSC,series-vka75xsc
series_VKP100MTC,VKP100MTC,series-vkp100mtc
series_VKP100xT,VKP100xT,series-vkp100xt
series_VKP60xT,VKP60xT,series-vkp60xt
series_VR090B068CS,VR090B068CS,series-vr090b068cs
series_VR091B080CL,VR091B080CL,series-vr091b080cl
series_VR091B080CS-1C,VR091B080CS-1C,series-vr091b080cs-1c-1
series_VR091B080TU,VR091B080TU,series-vr091b080tu
series_VR100B080CU-2C,VR100B080CU-2C,series-vr100b080cu-2c-1
series_VR102B120CS-2C,VR102B120CS-2C,series-vr102b120cs-2c
series_VR102B150CS-2C,VR102B150CS-2C,series-vr102b150cs-2c-1
series_VR102B150CU-3C,VR102B150CU-3C,series-vr102b150cu-3c-1
series_VR110Series,VR110,series-vr110-series
series_VR11Cand11ESeries,VR11C & 11E,series-vr11c-11e-series
series_VRK81B080CS,VRK81B080CS,series-vrk81b080cs
series_VRK81B100CS,VRK81B100CS,series-vrk81b100cs
series_VRK81B100TH,VRK81B100TH,series-vrk81b100th
series_VSX40MD23C,VSX40MD23C,series-vsx40md23c-1
series_VSX60,VSX60,series-vsx60
series_VSX75MD35C,VSX75MD35C,series-vsx75md35c-1
series_WFC02RC,WFC02RC,series-wfc02rc
series_WP06R,WP06R,series-wp06r
series_WP06RC,WP06RC,series-wp06rc
series_WPA50,WPA50,series-wpa50
series_WPA50R,WPA50R,series-wpa50r
series_WPA60,WPA60,series-wpa60
series_WPA60R48DC,WPA60R48DC,series-wpa60r48dc
series_WPC03R,WPC03R,series-wpc03r
series_WPC03RC,WPC03RC,series-wpc03rc
series_WPC10R,WPC10R,series-wpc10r
series_WPC10RC,WPC10RC,series-wpc10rc
series_WPN20R,WPN20R,series-wpn20r
series_WPN20RC,WPN20RC,series-wpn20rc
series_WPN30R,WPN30R,series-wpn30r
