additional_images,allow_backorders,attribute_set_code,base_image,categories,created_at,display_product_options_in,enable_googlecheckout,enable_qty_increments,gift_message_available,is_decimal_divided,is_imported,is_in_stock,is_qty_decimal,is_recurring,manage_stock,max_cart_qty,meta_description,meta_keywords,meta_title,min_cart_qty,name,notify_on_stock_below,out_of_stock_qty,page_layout,price,product_online,product_type,product_websites,qty,qty_increments,rfm_app_key_apps,rfm_app_key_markets,rfm_bandwidth_mhz,rfm_bandwidth_min,rfm_bandwidth_passband,rfm_bandwidth_passband_db,rfm_bandwidth_typical,rfm_compliance_iso9001,rfm_compliance_ts16969,rfm_data_sheet,rfm_dimension,rfm_dimension_length,rfm_dimension_width,rfm_ds_date,rfm_freq,rfm_insertion_loss_max,rfm_insertion_loss_type,rfm_insertion_loss_typical,rfm_lid_symbol,rfm_paragraph,rfm_product_status,rfm_product_type,rfm_rohs,rfm_sparameter_wide,rfm_stock_check,rfm_technology,rfm_type_mounting,rfm_type_package,rfm_type_ship_format,rfm_type_ship_format_size,rfm_type_ship_units,sku,small_image,swatch_image,tax_class_name,thumbnail_image,updated_at,url_key,use_config_backorders,use_config_enable_qty_inc,use_config_manage_stock,use_config_max_sale_qty,use_config_min_qty,use_config_min_sale_qty,use_config_notify_stock_qty,use_config_qty_increments,visibility,website_id
rfm_sm3030-8.jpg,0,RFM - SAW Filter,rfm_sm3030-8.jpg,RFM Default Category/Products/SAW-Based Components/Filters,"8/19/19, 1:31 PM",Block after Info Column,Yes,0,No,0,Yes,1,0,Yes,1,10000,SF2471E ,SF2471E,SF2471E,1,SF2471E,1,0,2 columns with right bar,0.01,1,simple,wireless,999,1,ISM Band SAW Filter Notch,ISM Band SAW Filter Notch,MHz,12,12,dB,18,Yes,Yes,sf2471e.pdf,3.0x3.0mm,3,3,3/1/2019,915.000 MHz,2.5,dB,1.8,B6,"The SF2471E is a 915 MHz, 12 MHz bandwidth SAW Filter Notch in a 3.0 x 3.0 mm 8-pin surface-mount case with a 50-ohm input/output and complies with Directive 2002/95/EC (RoHS) and AEC-Q200.",recommended in production,Filter,Yes,sf2471e_wide.s2p,SF2471E,SAW,8-Terminal Ceramic Surface Mount Package (SMP),SM3030-8,Tape and Reel,1 unit /Box,"7"" @ 500 Units / Reel; 13"" @ 3000 Units / Reel",SF2471E,rfm_sm3030-8.jpg,rfm_sm3030-8.jpg,Taxable Goods,rfm_sm3030-8.jpg,"8/19/19, 1:36 PM",sf2471e,1,1,1,1,1,1,1,1,"Catalog, Search",0
